Keyword,Global Monthly Searches,Estimated Avg. CPC (GBP),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (GBP),Local Monthly Searches
secure online back up,2900,0.00,0,0,0.00,1000
agile management software,2900,2.65,1,9.43,25.00,1600
crm for financial,4400,0.00,0,0,0.00,2400
disaster recovery planning for it,40500,0.00,0,0,0.00,18100
tracking a vehicle,135000,0.00,0,0,0.00,49500
applications in the cloud,49500,1.10,1,4.91,5.42,18100
project management with scrum,8100,0.00,0,0,0.00,2400
servers for businesses,5400,0.00,0,0,0.00,2900
android application developers,9900,0.72,1,4.69,3.40,3600
android app developers,6600,12.05,1,39.68,478.03,2900
training for indesign,14800,0.00,0,0,0.00,4400
teach yourself web development,91,0.00,0,0,0.00,36
web applications developers,2900,0.00,0,0,0.00,880
android application developer,40500,0.76,1,29.21,22.31,9900
android app developer,12100,1.35,1,148.62,201.27,4400
app developer android,12100,1.22,1,5.85,7.14,4400
android developer app,12100,0.00,0,0,0.00,4400
mobile applications developers,8100,0.00,0,0,0.00,2900
design for programmers,40500,0.00,0,0,0.00,14800
cloud computing for dummies,8100,0.00,0,0,0.00,3600
android application development uk,210,0.00,0,0,0.00,-
web design and marketing solutions for business websites,91,0.00,0,0,0.00,28
developers mobile applications,8100,0.00,0,0,0.00,2900
training indesign,14800,0.00,0,0,0.00,4400
apps development,246000,2.57,1,73.89,189.53,90500
computing for dummies,9900,0.00,0,0,0.00,4400
bpp learning management system,140,0.00,0,0,0.00,-
mobile apps developers,1600,0.00,0,0,0.00,590
joomla designers,8100,1.16,1,7.32,8.50,2400
best pay as you go sim card,720,0.00,0,0,0.00,36
locks and locksmithing,18100,0.00,0,0,0.00,9900
development of mobile,201000,0.00,0,0,0.00,60500
android app development software,1000,0.00,0,0,0.00,480
best pay as you go sims,480,0.00,0,0,0.00,0
cheap pay as you go sim,1900,0.00,0,0,0.00,36
app development for android,49500,1.28,1,7.1,9.08,22200
best pay as you go sim,5400,0.00,0,0,0.00,91
android development app,49500,0.50,1,2.39,1.20,22200
android apps development,40500,1.56,1,35.26,54.89,14800
android development apps,40500,0.00,0,0,0.00,14800
team building companies uk,58,0.00,0,0,0.00,-
mobile design and development,6600,0.00,0,0,0.00,1900
pay as you go sim card only,210,0.00,0,0,0.00,12
training for mcse,22200,0.00,0,0,0.00,6600
ink 8560,4400,0.00,0,0,0.00,2400
sim card only pay as you go,210,0.00,0,0,0.00,12
micro stock photo sites,73,0.00,0,0,0.00,36
pay as you go sim offers,5400,0.00,0,0,0.00,28
sim card deals pay as you go,880,0.00,0,0,0.00,12
cheap mobile sim card,480,0.00,0,0,0.00,110
itil v3 foundations certification,5400,0.00,0,0,0.00,1600
make money with stock photography,720,0.00,0,0,0.00,390
uk stock photography,1300,0.00,0,0,0.00,170
options for investment,49500,0.00,0,0,0.00,18100
android developer apps,5400,0.00,0,0,0.00,1600
make money stock photography,720,0.00,0,0,0.00,390
photographers stock,3600,0.00,0,0,0.00,1900
cards games for kids,8100,0.00,0,0,0.00,2900
contracts in a nutshell,320,0.00,0,0,0.00,140
google android application development,1600,0.00,0,0,0.00,480
deal or no deal interactive,880,0.00,0,0,0.00,320
stock photographers,3600,12.06,1,25.91,312.41,1900
computing for idiots,170,0.00,0,0,0.00,28
make money stock photos,1000,0.00,0,0,0.00,480
google android apps development,480,0.00,0,0,0.00,170
mobile sim card uk,1000,0.00,0,0,0.00,170
sim card for uk,18100,0.00,0,0,0.00,2900
play no deal or deal,27100,0.00,0,0,0.00,12100
realtime tracking device,1900,0.00,0,0,0.00,1300
small company websites,2400,0.00,0,0,0.00,1600
team building activities uk,320,0.00,0,0,0.00,46
pay as you go sim uk,2900,0.00,0,0,0.00,170
the glaze book,1600,0.00,0,0,0.00,480
training in sql,74000,0.00,0,0,0.00,27100
android application development tools,2400,0.00,0,0,0.00,880
uk mobile sim card,1000,0.00,0,0,0.00,170
buy uk sim card,880,0.00,0,0,0.00,170
c5650 toner,1900,0.00,0,0,0.00,73
database driven web page,2400,0.00,0,0,0.00,1000
cost of sim card,12100,0.00,0,0,0.00,4400
database driven web,5400,0.00,0,0,0.00,1900
microsoft access 2010 training,1000,0.00,0,0,0.00,590
3g broadband router,6600,0.00,0,0,0.00,1300
sim card in uk,18100,0.00,0,0,0.00,2900
cheap ink cartridges brother,590,0.00,0,0,0.00,320
google android app development,590,0.00,0,0,0.00,260
stock photography books,590,0.00,0,0,0.00,260
google android app developer,390,0.00,0,0,0.00,170
pre pay sim,5400,0.00,0,0,0.00,1600
pre pay sim card,2400,0.00,0,0,0.00,1300
international mobile broadband pay as you go,46,0.00,0,0,0.00,0
learning sql server 2008,1900,0.00,0,0,0.00,390
cheap ink for brother printer,390,0.00,0,0,0.00,170
buy pay as you go sim card,390,0.00,0,0,0.00,58
pay as you go sim card,22200,3.28,1,17.01,55.81,2900
pay as go sim,90500,0.00,0,0,0.00,5400
solar power and home,110000,0.00,0,0,0.00,60500
developing mobile application,8100,0.00,0,0,0.00,2400
sim card pay,33100,0.00,0,0,0.00,4400
solar for your home,27100,0.00,0,0,0.00,14800
notebook laptops,11100000,1.98,1,8.71,17.25,1830000
notebooks and laptops,9140000,0.00,0,0,0.00,1830000
notebooks & laptops,9140000,0.00,0,0,0.00,1830000
notebooks and laptop,7480000,0.00,0,0,0.00,2240000
mobile phones mobile phone,7480000,0.00,0,0,0.00,2740000
laptop or notebook,7480000,0.00,0,0,0.00,1830000
laptop and notebook,7480000,0.00,0,0,0.00,1830000
is a notebook a laptop,7480000,0.00,0,0,0.00,1830000
tv or lcd,6120000,0.00,0,0,0.00,1220000
dress prom dress,4090000,0.00,0,0,0.00,2740000
digital cameras digital cameras,4090000,0.92,1,4.29,3.95,1220000
dress prom dresses,3350000,0.00,0,0,0.00,2240000
digital camera digital cameras,3350000,0.00,0,0,0.00,1220000
and the wardrobe,3350000,0.00,0,0,0.00,1000000
dual sim dual,3350000,0.00,0,0,0.00,60500
canon powershot,2240000,0.79,1,161.9,128.55,673000
canon canon powershot,2240000,0.00,0,0,0.00,673000
of the vanities,2240000,0.00,0,0,0.00,1500000
lumix by panasonic,2240000,0.00,0,0,0.00,368000
camera with camcorder,1830000,1.70,1,4.33,7.38,673000
best phones,1830000,0.50,1,6.3,3.17,823000
kinect for xbox,1500000,4.78,1,9.14,43.65,550000
canon canon camera,1830000,0.00,0,0,0.00,673000
g shock g,1830000,0.00,0,0,0.00,550000
canon pixma,1830000,0.65,1,181.05,117.36,246000
panasonic dmc,1830000,0.52,1,5.33,2.75,246000
tv 32 in,1830000,0.28,1,4.07,1.14,301000
coolpix nikon,1830000,0.00,0,0,0.00,450000
nikon coolpix,1830000,0.86,1,408.03,352.89,450000
lumix dmc,1500000,0.99,1,4.84,4.80,201000
ixus i,1500000,0.00,0,0,0.00,40500
ink for cartridges,1500000,0.00,0,0,0.00,673000
ink cartridges for,1500000,48.86,1,3.29,160.76,673000
ink cartridges,1500000,4.09,1,855,"3,493.72",673000
hidden object,1500000,0.71,1,433.43,308.03,450000
cartridge and ink,1500000,0.00,0,0,0.00,673000
ink for cartridge,1500000,0.00,0,0,0.00,673000
ink & cartridge,1500000,0.00,0,0,0.00,673000
dr martens,1220000,0.57,1,689.17,392.42,368000
camcorders with camera,1220000,0.00,0,0,0.00,673000
camera and camcorders,1220000,0.00,0,0,0.00,673000
ink for print,1220000,0.00,0,0,0.00,673000
and mens clothing,1220000,0.00,0,0,0.00,673000
samsung phones,1220000,0.85,1,2506.04,"2,142.60",301000
fujifilm finepix,1220000,0.20,1,20.81,4.21,165000
finepix fujifilm,1220000,0.00,0,0,0.00,165000
canon with lens,1220000,0.00,0,0,0.00,550000
canon lens lens,1220000,0.00,0,0,0.00,550000
hdmi cable hdmi,1220000,0.00,0,0,0.00,550000
a movie camera,1220000,0.00,0,0,0.00,450000
the movie camera,1220000,0.00,0,0,0.00,450000
toner and cartridges,1220000,0.00,0,0,0.00,550000
razors shavers,1220000,0.25,1,3.7,0.94,550000
the canon 5d,1220000,0.00,0,0,0.00,301000
shavers razors,1220000,0.00,0,0,0.00,550000
canon 5d,1220000,0.44,1,238.75,104.37,301000
dmc panasonic lumix,1220000,0.00,0,0,0.00,165000
the nikon d90,1000000,0.00,0,0,0.00,165000
clothing for cheap,1220000,1.79,1,126.73,227.10,673000
i station docking station,1000000,0.00,0,0,0.00,368000
pc notebook,1000000,2.56,1,31.07,79.69,246000
a wrinkle in,1000000,0.00,0,0,0.00,550000
ink cartridges toner cartridges,1000000,0.00,0,0,0.00,450000
canon is cameras,1220000,0.00,0,0,0.00,450000
canon cameras,1220000,4.91,1,612,"3,007.91",450000
photos stock,1000000,3.98,1,354.01,"1,407.46",368000
nikon camera,1000000,1.26,1,428.83,540.03,368000
phones and prices,1000000,0.00,0,0,0.00,60500
dvd to dvd recorder,1000000,0.00,0,0,0.00,246000
toner print cartridge,1000000,0.00,0,0,0.00,450000
hdmi to hdmi cables,1000000,0.73,1,9.71,7.06,450000
blu ray players,823000,0.69,1,18.7,12.82,450000
bluray players,823000,0.17,1,2.41,0.41,450000
lcd and hd,823000,0.00,0,0,0.00,246000
watch mens watch,823000,0.00,0,0,0.00,450000
hard disk drives external,823000,0.00,0,0,0.00,368000
cannon and camera,823000,0.00,0,0,0.00,246000
used it books,823000,0.00,0,0,0.00,550000
tv samsung led,823000,8.21,1,5.82,47.77,135000
led tv by samsung,823000,0.00,0,0,0.00,135000
printer ink for,823000,0.00,0,0,0.00,368000
printer with ink,823000,0.00,0,0,0.00,368000
printer and ink,823000,0.00,0,0,0.00,368000
dresses for kids,823000,0.65,1,25.41,16.55,450000
notebook samsung,823000,0.00,0,0,0.00,60500
powershot sx,823000,0.00,0,0,0.00,135000
wedding shoes shoes,823000,0.77,1,4.02,3.09,368000
the best laptops,823000,1.34,1,23.55,31.44,450000
shoes wedding,823000,0.00,0,0,0.00,368000
dresses maxi,823000,2.40,1,20.53,49.25,246000
laptop battery for,823000,0.00,0,0,0.00,368000
detector metal metal detector,823000,0.00,0,0,0.00,368000
phone pay as,823000,0.37,1,4.26,1.56,450000
watches for mens,823000,0.81,1,24.48,19.76,450000
kinect on xbox 360,673000,0.00,0,0,0.00,201000
kinect for xbox 360,673000,0.65,1,31.6,20.56,201000
security and camera,823000,0.00,0,0,0.00,450000
camera for security,823000,0.00,0,0,0.00,450000
lcd monitors,673000,0.64,1,70.55,45.32,246000
duvet and duvet covers,823000,0.00,0,0,0.00,368000
jon bon jovi dead,880,0.00,0,0,0.00,260
kardashian christmas card,22200,0.24,1,1.66,0.40,18100
49ers,1500000,0.52,1,243.37,127.68,1000000
steelers,2740000,0.71,1,45.47,32.45,2240000
dark knight rises trailer,165000,0.00,0,0,0.00,90500
san francisco 49ers,201000,0.78,1,79.29,61.89,165000
ben roethlisberger,246000,0.50,1,2.68,1.35,201000
pittsburgh steelers,673000,0.50,1,11.62,5.84,550000
snooki,1500000,0.00,0,0,0.00,1000000
clippers,2240000,0.50,1,127.36,64.02,1000000
49ers news,27100,0.00,0,0,0.00,27100
lakers,2240000,0.50,1,24.52,12.33,1500000
james harrison,110000,0.00,0,0,0.00,90500
martial law,135000,0.52,1,31.52,16.33,60500
antonio brown,33100,0.00,0,0,0.00,27100
gpa calculator,550000,0.50,1,42.97,21.60,450000
johnny knox,27100,0.00,0,0,0.00,18100
yu darvish,18100,0.00,0,0,0.00,12100
kobe bryant,1220000,0.50,1,2.36,1.19,673000
lil kim,823000,0.00,0,0,0.00,450000
justin bieber,45500000,3.23,1,47.32,152.96,11100000
shakira,16600000,0.50,1,23.08,11.59,1000000
eminem,16600000,0.27,1,32.33,8.61,4090000
netflix,24900000,0.20,1,47599.01,"9,673.65",24900000
youtube videos,30400000,0.33,1,961.35,321.54,3350000
lady gaga,24900000,0.00,0,0,0.00,6120000
kesha,5000000,0.50,1,2.91,1.47,1500000
nicki minaj,11100000,0.50,1,61.65,30.99,6120000
grooveshark,7480000,0.00,0,0,0.00,2740000
transformers 3,7480000,0.50,1,4.67,2.35,1220000
mundial 2010,-,0.00,0,0,0.00,-
olympics,6120000,0.50,1,73.69,37.05,2240000
espn3,1500000,0.00,0,0,0.00,1500000
fifa 11,7480000,0.00,0,0,0.00,368000
randy moss,201000,0.00,0,0,0.00,165000
miami heat,1220000,0.50,1,106.19,53.38,823000
mourinho,1220000,0.00,0,0,0.00,49500
wayne rooney,673000,0.00,0,0,0.00,110000
cricket live score,3350000,0.00,0,0,0.00,60500
david villa,550000,0.00,0,0,0.00,40500
ipad,68000000,1.01,1,7485.22,"7,560.25",20400000
iphone 4,37200000,1.43,1,4508.13,"6,433.68",7480000
nokia 5530,2240000,0.00,0,0,0.00,14800
htc evo 4g,450000,1.46,1,164.74,240.80,301000
nokia n900,673000,0.00,0,0,0.00,33100
blackberry apps,1500000,0.93,1,5.78,5.36,301000
duracell mygrid,60500,0.20,1,9.35,1.89,22200
트위터,-,0.00,0,0,0.00,-
otterbox,1220000,10.88,1,2845.92,"30,950.31",823000
pdanet,450000,0.50,1,85.28,42.87,246000
masterchef,2740000,0.00,0,0,0.00,246000
食べログ,-,0.00,0,0,0.00,-
cupcakes,9140000,0.44,1,527.98,231.72,5000000
jimmy johns,1500000,0.22,1,2067.6,444.60,1500000
как жрать суши,-,0.00,0,0,0.00,-
dominos pizza menu,165000,4.17,1,38.5,160.57,40500
tudo gostoso receitas,-,0.00,0,0,0.00,-
guacamole recipe,165000,0.51,1,94.39,48.55,135000
applebees menu,201000,0.42,1,26.42,10.98,201000
rachel ray,1220000,0.50,1,12.89,6.48,1220000
anhembi parque,-,0.00,0,0,0.00,-
wm gucken,-,0.00,0,0,0.00,-
world cup,16600000,0.00,0,0,0.00,2740000
bundeskanzleramt,-,0.00,0,0,0.00,-
rio branco,-,0.00,0,0,0.00,-
mt everest,550000,0.00,0,0,0.00,201000
kew gardens,201000,0.00,0,0,0.00,60500
tour eiffel,823000,0.00,0,0,0.00,27100
oxford street,673000,0.00,0,0,0.00,40500
nürburgring,-,0.00,0,0,0.00,-
katy perry,13600000,0.00,0,0,0.00,3350000
selena gomez,20400000,0.50,1,2.25,1.13,4090000
kim kardashian,13600000,0.51,1,444.84,226.56,6120000
miley cyrus,11100000,0.00,0,0,0.00,3350000
taylor lautner,2240000,0.00,0,0,0.00,673000
megan fox,6120000,0.00,0,0,0.00,1500000
robert pattinson,5000000,0.51,1,920.72,466.21,1000000
haiti,5000000,0.59,1,526.03,308.31,1830000
besiktas,3350000,0.00,0,0,0.00,27100
chile,45500000,5.11,1,13.87,70.83,5000000
earthquake,13600000,0.64,1,53.32,34.10,6120000
jörg kachelmann,-,0.00,0,0,0.00,-
menowin fröhlich,-,0.00,0,0,0.00,-
mobile technology,201000,0.46,1,10.32,4.73,49500
oil spill,823000,0.76,1,18.46,14.09,450000
vancouver 2010,165000,0.00,0,0,0.00,22200
apprendimento automatico,-,0.00,0,0,0.00,-
ресторан нью-йорк,-,0.00,0,0,0.00,-
машинное обучение,-,0.00,0,0,0.00,-
beijing apartments,18100,0.00,0,0,0.00,3600
comercio electrónico,-,0.00,0,0,0.00,-
st. petersburg restaurants,27100,0.50,1,2.98,1.50,22200
منتزه يلوستون الوطني,-,0.00,0,0,0.00,-
energia solare,-,0.00,0,0,0.00,-
dubai tours,60500,0.74,1,14.86,11.05,4400
hcg diet,1000000,0.50,1,824.12,411.89,823000
dr oz,2240000,0.36,1,74.87,26.81,1500000
aspergers,1830000,0.90,1,309.59,279.23,673000
mcdonalds nutrition,368000,0.28,1,124.27,34.83,301000
vitamin d deficiency,301000,0.97,1,275.48,268.15,201000
appendicitis symptoms,165000,0.50,1,10.67,5.36,90500
cholera,823000,0.53,1,18.29,9.78,201000
nfp,673000,0.00,0,0,0.00,49500
vacina h1n1,9900,0.00,0,0,0.00,28
whooping cough,301000,1.03,1,478.6,495.07,201000
donate to haiti,6600,0.52,1,8.92,4.63,3600
donate to pakistan,1600,0.00,0,0,0.00,590
text to donate,9900,6.45,1,8.4,54.18,4400
doctors without borders,201000,0.22,1,95.56,21.16,90500
download to donate,14800,0.00,0,0,0.00,1600
red cross canada,33100,0.00,0,0,0.00,1300
blood donation restrictions,4400,0.00,0,0,0.00,3600
donate blood australia,880,0.00,0,0,0.00,22
donate now button,1000,0.00,0,0,0.00,720
csl plasma,49500,0.00,0,0,0.00,40500
swine flu,450000,1.14,1,112.35,128.40,90500
wamu,301000,0.00,0,0,0.00,165000
new moon,1220000,0.50,1,2.67,1.34,450000
mininova,823000,0.00,0,0,0.00,90500
susan boyle,673000,0.00,0,0,0.00,201000
slumdog millionaire,450000,0.00,0,0,0.00,90500
