Keyword,Global Monthly Searches,Estimated Avg. CPC (GBP),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (GBP),Local Monthly Searches
secure online back up,2900,0.00,0,0,0.00,1000
agile management software,2900,1.76,1,8.36,14.75,1600
crm for financial,4400,0.00,0,0,0.00,2400
disaster recovery planning for it,40500,0.00,0,0,0.00,18100
tracking a vehicle,135000,0.00,0,0,0.00,49500
applications in the cloud,49500,1.27,1,8.44,10.76,18100
project management with scrum,8100,0.00,0,0,0.00,2400
servers for businesses,5400,0.00,0,0,0.00,2900
android application developers,9900,0.00,0,0,0.00,3600
android app developers,6600,1.40,1,42.65,59.59,2900
training for indesign,14800,0.00,0,0,0.00,4400
teach yourself web development,91,0.00,0,0,0.00,36
web applications developers,2900,0.00,0,0,0.00,880
android application developer,40500,1.07,1,24.23,25.91,9900
android app developer,12100,1.72,1,191.4,329.98,4400
app developer android,12100,0.00,0,0,0.00,4400
android developer app,12100,0.00,0,0,0.00,4400
mobile applications developers,8100,0.00,0,0,0.00,2900
design for programmers,40500,0.00,0,0,0.00,14800
cloud computing for dummies,8100,2.79,1,4.46,12.46,3600
android application development uk,210,0.00,0,0,0.00,-
web design and marketing solutions for business websites,91,0.00,0,0,0.00,28
developers mobile applications,8100,0.00,0,0,0.00,2900
training indesign,14800,0.00,0,0,0.00,4400
apps development,246000,2.63,1,38.58,101.53,90500
computing for dummies,9900,0.00,0,0,0.00,4400
bpp learning management system,140,0.00,0,0,0.00,-
mobile apps developers,1600,5.69,1,7.35,41.85,590
joomla designers,8100,0.00,0,0,0.00,2400
best pay as you go sim card,720,0.00,0,0,0.00,36
locks and locksmithing,18100,0.00,0,0,0.00,9900
development of mobile,201000,0.00,0,0,0.00,60500
android app development software,1000,0.00,0,0,0.00,480
best pay as you go sims,480,0.00,0,0,0.00,0
cheap pay as you go sim,1900,0.00,0,0,0.00,36
app development for android,49500,2.78,1,4.75,13.19,22200
best pay as you go sim,5400,0.00,0,0,0.00,91
android development app,49500,0.60,1,4.74,2.85,22200
android apps development,40500,0.73,1,14.36,10.52,14800
android development apps,40500,0.56,1,2.34,1.30,14800
team building companies uk,58,0.00,0,0,0.00,-
mobile design and development,6600,0.00,0,0,0.00,1900
pay as you go sim card only,210,0.00,0,0,0.00,12
training for mcse,22200,0.00,0,0,0.00,6600
ink 8560,4400,0.00,0,0,0.00,2400
sim card only pay as you go,210,0.00,0,0,0.00,12
micro stock photo sites,73,0.00,0,0,0.00,36
pay as you go sim offers,5400,0.00,0,0,0.00,28
sim card deals pay as you go,880,0.00,0,0,0.00,12
cheap mobile sim card,480,0.00,0,0,0.00,110
itil v3 foundations certification,5400,0.00,0,0,0.00,1600
make money with stock photography,720,0.00,0,0,0.00,390
uk stock photography,1300,0.00,0,0,0.00,170
options for investment,49500,0.00,0,0,0.00,18100
android developer apps,5400,0.00,0,0,0.00,1600
make money stock photography,720,0.00,0,0,0.00,390
photographers stock,3600,0.00,0,0,0.00,1900
cards games for kids,8100,0.00,0,0,0.00,2900
contracts in a nutshell,320,0.00,0,0,0.00,140
google android application development,1600,0.00,0,0,0.00,480
deal or no deal interactive,880,0.00,0,0,0.00,320
stock photographers,3600,4.26,1,7.72,32.90,1900
computing for idiots,170,0.00,0,0,0.00,28
make money stock photos,1000,0.00,0,0,0.00,480
google android apps development,480,0.00,0,0,0.00,170
mobile sim card uk,1000,0.00,0,0,0.00,170
sim card for uk,18100,0.00,0,0,0.00,2900
play no deal or deal,27100,0.00,0,0,0.00,12100
realtime tracking device,1900,0.00,0,0,0.00,1300
small company websites,2400,0.00,0,0,0.00,1600
team building activities uk,320,0.00,0,0,0.00,46
pay as you go sim uk,2900,0.00,0,0,0.00,170
the glaze book,1600,0.00,0,0,0.00,480
training in sql,74000,4.49,1,8.38,37.67,27100
android application development tools,2400,0.70,1,4.72,3.33,880
uk mobile sim card,1000,0.00,0,0,0.00,170
buy uk sim card,880,0.00,0,0,0.00,170
c5650 toner,1900,0.00,0,0,0.00,73
database driven web page,2400,0.00,0,0,0.00,1000
cost of sim card,12100,0.00,0,0,0.00,4400
database driven web,5400,0.00,0,0,0.00,1900
microsoft access 2010 training,1000,2.05,1,14.36,29.40,590
3g broadband router,6600,0.00,0,0,0.00,1300
sim card in uk,18100,0.00,0,0,0.00,2900
cheap ink cartridges brother,590,0.00,0,0,0.00,320
google android app development,590,0.00,0,0,0.00,260
stock photography books,590,0.00,0,0,0.00,260
google android app developer,390,0.00,0,0,0.00,170
pre pay sim,5400,0.00,0,0,0.00,1600
pre pay sim card,2400,0.00,0,0,0.00,1300
international mobile broadband pay as you go,46,0.00,0,0,0.00,0
learning sql server 2008,1900,0.00,0,0,0.00,390
cheap ink for brother printer,390,0.00,0,0,0.00,170
buy pay as you go sim card,390,0.00,0,0,0.00,58
pay as you go sim card,22200,0.00,0,0,0.00,2900
pay as go sim,90500,0.00,0,0,0.00,5400
solar power and home,110000,0.00,0,0,0.00,60500
developing mobile application,8100,4.69,1,8.89,41.66,2400
sim card pay,33100,0.00,0,0,0.00,4400
solar for your home,27100,0.00,0,0,0.00,14800
notebook laptops,11100000,0.00,0,0,0.00,1830000
notebooks and laptops,9140000,0.00,0,0,0.00,1830000
notebooks & laptops,9140000,0.00,0,0,0.00,1830000
notebooks and laptop,7480000,0.00,0,0,0.00,2240000
mobile phones mobile phone,7480000,0.00,0,0,0.00,2740000
laptop or notebook,7480000,0.00,0,0,0.00,1830000
laptop and notebook,7480000,0.00,0,0,0.00,1830000
is a notebook a laptop,7480000,0.00,0,0,0.00,1830000
tv or lcd,6120000,0.00,0,0,0.00,1220000
dress prom dress,4090000,0.00,0,0,0.00,2740000
digital cameras digital cameras,4090000,0.00,0,0,0.00,1220000
dress prom dresses,3350000,0.34,1,3.55,1.21,2240000
digital camera digital cameras,3350000,0.00,0,0,0.00,1220000
and the wardrobe,3350000,0.00,0,0,0.00,1000000
dual sim dual,3350000,0.00,0,0,0.00,60500
canon powershot,2240000,0.43,1,214.21,92.83,673000
canon canon powershot,2240000,0.00,0,0,0.00,673000
of the vanities,2240000,0.00,0,0,0.00,1500000
lumix by panasonic,2240000,0.00,0,0,0.00,368000
camera with camcorder,1830000,0.00,0,0,0.00,673000
best phones,1830000,0.85,1,13.01,11.06,823000
kinect for xbox,1500000,0.00,0,0,0.00,550000
canon canon camera,1830000,0.00,0,0,0.00,673000
g shock g,1830000,0.00,0,0,0.00,550000
canon pixma,1830000,1.37,1,312.34,429.09,246000
panasonic dmc,1830000,0.45,1,29.44,13.19,246000
tv 32 in,1830000,0.39,1,7.28,2.87,301000
coolpix nikon,1830000,9.95,1,5.5,54.74,450000
nikon coolpix,1830000,2.08,1,567.93,"1,181.91",450000
lumix dmc,1500000,0.84,1,6.24,5.26,201000
ixus i,1500000,0.00,0,0,0.00,40500
ink for cartridges,1500000,1.17,1,2.97,3.46,673000
ink cartridges for,1500000,0.00,0,0,0.00,673000
ink cartridges,1500000,3.31,1,802.69,"2,658.20",673000
hidden object,1500000,0.77,1,367.33,282.10,450000
cartridge and ink,1500000,0.00,0,0,0.00,673000
ink for cartridge,1500000,2.15,1,3.92,8.43,673000
ink & cartridge,1500000,0.00,0,0,0.00,673000
dr martens,1220000,0.47,1,558.57,263.67,368000
camcorders with camera,1220000,0.00,0,0,0.00,673000
camera and camcorders,1220000,0.00,0,0,0.00,673000
ink for print,1220000,0.00,0,0,0.00,673000
and mens clothing,1220000,0.00,0,0,0.00,673000
