Keyword,Global Monthly Searches,Estimated Avg. CPC (GBP),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (GBP),Local Monthly Searches
pay as you go sim card only,210,0.00,0,0,0.00,12
training for mcse,18100,0.00,0,0,0.00,6600
ink 8560,4400,0.00,0,0,0.00,2400
sim card only pay as you go,210,0.00,0,0,0.00,12
micro stock photo sites,73,0.00,0,0,0.00,36
pay as you go sim offers,5400,0.00,0,0,0.00,28
sim card deals pay as you go,880,0.00,0,0,0.00,12
cheap mobile sim card,480,0.00,0,0,0.00,110
itil v3 foundations certification,5400,0.00,0,0,0.00,1600
make money with stock photography,720,0.00,0,0,0.00,390
uk stock photography,1300,0.00,0,0,0.00,140
options for investment,49500,0.00,0,0,0.00,18100
android developer apps,6600,0.00,0,0,0.00,1600
make money stock photography,720,0.00,0,0,0.00,390
photographers stock,3600,0.00,0,0,0.00,1900
cards games for kids,8100,0.00,0,0,0.00,2900
contracts in a nutshell,320,0.00,0,0,0.00,140
google android application development,1600,0.00,0,0,0.00,480
deal or no deal interactive,720,0.00,0,0,0.00,320
stock photographers,3600,4.61,1,17.57,81.04,1900
computing for idiots,170,0.00,0,0,0.00,28
make money stock photos,1000,0.00,0,0,0.00,480
google android apps development,480,0.00,0,0,0.00,170
mobile sim card uk,1000,0.00,0,0,0.00,170
sim card for uk,18100,0.23,1,4.64,1.05,2900
play no deal or deal,27100,0.00,0,0,0.00,12100
realtime tracking device,1900,0.00,0,0,0.00,1300
small company websites,2400,0.00,0,0,0.00,1600
team building activities uk,260,0.00,0,0,0.00,36
pay as you go sim uk,2900,0.00,0,0,0.00,210
the glaze book,1600,0.00,0,0,0.00,480
training in sql,74000,1.32,1,9.99,13.23,27100
android application development tools,2400,0.00,0,0,0.00,880
uk mobile sim card,1000,0.00,0,0,0.00,170
buy uk sim card,880,1.75,1,8.28,14.46,170
c5650 toner,1900,0.00,0,0,0.00,58
database driven web page,2400,0.00,0,0,0.00,1000
cost of sim card,12100,0.00,0,0,0.00,4400
database driven web,5400,0.00,0,0,0.00,1900
microsoft access 2010 training,1000,32.60,1,5.14,167.61,590
3g broadband router,6600,0.00,0,0,0.00,1300
sim card in uk,18100,0.00,0,0,0.00,2900
cheap ink cartridges brother,590,0.00,0,0,0.00,260
google android app development,590,0.00,0,0,0.00,260
stock photography books,590,0.00,0,0,0.00,260
google android app developer,390,0.00,0,0,0.00,170
pre pay sim,5400,0.00,0,0,0.00,1600
pre pay sim card,2400,4.87,1,4.17,20.32,1300
international mobile broadband pay as you go,46,0.00,0,0,0.00,0
learning sql server 2008,1900,0.00,0,0,0.00,390
cheap ink for brother printer,390,0.00,0,0,0.00,170
buy pay as you go sim card,390,0.00,0,0,0.00,58
pay as you go sim card,22200,1.17,1,12.49,14.61,2900
pay as go sim,90500,0.00,0,0,0.00,5400
solar power and home,110000,0.00,0,0,0.00,60500
developing mobile application,8100,2.37,1,24.1,57.01,2400
sim card pay,27100,0.00,0,0,0.00,4400
solar for your home,27100,0.00,0,0,0.00,14800
notebook laptops,11100000,0.00,0,0,0.00,1830000
notebooks and laptops,9140000,0.00,0,0,0.00,1830000
notebooks & laptops,9140000,0.00,0,0,0.00,1830000
notebooks and laptop,7480000,0.00,0,0,0.00,2240000
mobile phones mobile phone,7480000,0.00,0,0,0.00,2740000
laptop or notebook,7480000,0.00,0,0,0.00,1830000
laptop and notebook,7480000,0.00,0,0,0.00,1830000
is a notebook a laptop,7480000,0.00,0,0,0.00,1830000
tv or lcd,6120000,0.00,0,0,0.00,1000000
dress prom dress,4090000,0.00,0,0,0.00,2240000
digital cameras digital cameras,4090000,0.00,0,0,0.00,1220000
dress prom dresses,3350000,0.00,0,0,0.00,2240000
digital camera digital cameras,3350000,0.00,0,0,0.00,1220000
and the wardrobe,3350000,0.00,0,0,0.00,1000000
dual sim dual,3350000,0.00,0,0,0.00,60500
canon powershot,2240000,0.37,1,113.43,41.61,673000
canon canon powershot,2240000,0.00,0,0,0.00,673000
of the vanities,2240000,0.00,0,0,0.00,1500000
lumix by panasonic,1830000,0.00,0,0,0.00,301000
camera with camcorder,1500000,0.00,0,0,0.00,673000
best phones,1830000,0.92,1,20.44,18.89,823000
kinect for xbox,1220000,0.00,0,0,0.00,450000
canon canon camera,1830000,0.00,0,0,0.00,673000
g shock g,1830000,0.00,0,0,0.00,673000
canon pixma,1830000,1.03,1,42.16,43.34,246000
panasonic dmc,1500000,0.40,1,30.41,12.11,246000
tv 32 in,1830000,0.00,0,0,0.00,301000
coolpix nikon,1830000,0.00,0,0,0.00,450000
nikon coolpix,1830000,0.40,1,425.83,170.71,450000
lumix dmc,1500000,0.00,0,0,0.00,201000
ixus i,1500000,0.00,0,0,0.00,33100
ink for cartridges,1500000,0.00,0,0,0.00,673000
ink cartridges for,1500000,0.00,0,0,0.00,673000
ink cartridges,1500000,3.67,1,887.13,"3,254.63",673000
hidden object,1500000,0.74,1,317.52,233.65,450000
cartridge and ink,1500000,0.00,0,0,0.00,673000
ink for cartridge,1500000,0.00,0,0,0.00,673000
ink & cartridge,1500000,0.00,0,0,0.00,673000
dr martens,1500000,0.39,1,647.84,249.56,368000
camcorders with camera,1220000,0.00,0,0,0.00,673000
camera and camcorders,1220000,0.00,0,0,0.00,673000
ink for print,1220000,0.00,0,0,0.00,673000
and mens clothing,1220000,0.00,0,0,0.00,673000
samsung phones,1220000,1.10,1,1955.47,"2,155.71",301000
fujifilm finepix,1220000,0.25,1,10.05,2.55,165000
finepix fujifilm,1220000,0.00,0,0,0.00,165000
canon with lens,1220000,0.00,0,0,0.00,550000
canon lens lens,1220000,0.00,0,0,0.00,550000
hdmi cable hdmi,1220000,0.00,0,0,0.00,550000
a movie camera,1220000,0.00,0,0,0.00,450000
the movie camera,1220000,0.00,0,0,0.00,450000
toner and cartridges,1220000,0.00,0,0,0.00,550000
razors shavers,1220000,0.00,0,0,0.00,550000
the canon 5d,1220000,0.00,0,0,0.00,301000
shavers razors,1220000,0.00,0,0,0.00,550000
canon 5d,1220000,0.44,1,174.35,76.31,301000
dmc panasonic lumix,1220000,0.00,0,0,0.00,165000
the nikon d90,1000000,0.00,0,0,0.00,165000
clothing for cheap,1000000,1.49,1,85.42,127.18,673000
i station docking station,1220000,0.00,0,0,0.00,368000
pc notebook,1000000,0.30,1,4.67,1.39,246000
a wrinkle in,1220000,0.00,0,0,0.00,550000
ink cartridges toner cartridges,1000000,0.00,0,0,0.00,450000
canon is cameras,1220000,12.86,1,12.93,166.36,450000
canon cameras,1220000,4.39,1,1145.38,"5,028.44",450000
photos stock,823000,4.66,1,186.95,870.90,368000
nikon camera,1000000,1.30,1,612.4,797.11,368000
phones and prices,1000000,0.00,0,0,0.00,60500
dvd to dvd recorder,823000,0.56,1,8.32,4.62,246000
toner print cartridge,823000,0.00,0,0,0.00,450000
hdmi to hdmi cables,1000000,0.47,1,20.11,9.42,450000
blu ray players,823000,0.41,1,33.86,13.80,368000
bluray players,823000,0.24,1,4.74,1.14,368000
lcd and hd,823000,0.00,0,0,0.00,246000
watch mens watch,823000,0.00,0,0,0.00,450000
hard disk drives external,823000,0.00,0,0,0.00,368000
cannon and camera,823000,0.00,0,0,0.00,246000
used it books,823000,0.00,0,0,0.00,550000
tv samsung led,1000000,0.49,1,4.13,2.02,135000
led tv by samsung,1000000,0.00,0,0,0.00,135000
printer ink for,823000,0.00,0,0,0.00,368000
printer with ink,823000,0.00,0,0,0.00,368000
printer and ink,823000,0.00,0,0,0.00,368000
dresses for kids,823000,0.55,1,21.5,11.77,368000
notebook samsung,1000000,1.54,1,2.27,3.51,60500
powershot sx,823000,0.00,0,0,0.00,135000
wedding shoes shoes,823000,1.10,1,5.03,5.53,368000
the best laptops,823000,0.49,1,10.93,5.33,450000
shoes wedding,823000,0.42,1,75.1,31.88,368000
dresses maxi,823000,0.87,1,12.9,11.20,246000
laptop battery for,823000,0.00,0,0,0.00,301000
detector metal metal detector,823000,0.00,0,0,0.00,368000
phone pay as,823000,0.00,0,0,0.00,450000
watches for mens,823000,0.00,0,0,0.00,368000
kinect on xbox 360,673000,0.00,0,0,0.00,165000
kinect for xbox 360,673000,0.80,1,25.2,20.04,165000
security and camera,823000,0.00,0,0,0.00,450000
camera for security,823000,0.00,0,0,0.00,450000
lcd monitors,673000,0.67,1,32.92,22.12,201000
duvet and duvet covers,823000,0.00,0,0,0.00,368000
jon bon jovi dead,40500,0.00,0,0,0.00,27100
kardashian christmas card,33100,0.00,0,0,0.00,27100
49ers,1500000,0.00,0,0,0.00,1000000
steelers,2740000,0.00,0,0,0.00,2240000
dark knight rises trailer,301000,0.00,0,0,0.00,165000
san francisco 49ers,246000,0.00,0,0,0.00,201000
ben roethlisberger,246000,0.00,0,0,0.00,201000
pittsburgh steelers,673000,0.00,0,0,0.00,550000
snooki,1500000,0.00,0,0,0.00,1000000
clippers,2240000,1.19,1,10.11,12.04,1220000
49ers news,27100,0.00,0,0,0.00,27100
lakers,2740000,0.50,1,12.18,6.11,1830000
james harrison,135000,0.00,0,0,0.00,90500
martial law,135000,0.50,1,14.93,7.49,74000
antonio brown,40500,0.00,0,0,0.00,33100
gpa calculator,550000,0.52,1,44.05,22.75,550000
johnny knox,40500,0.00,0,0,0.00,33100
yu darvish,60500,0.00,0,0,0.00,33100
kobe bryant,1220000,0.00,0,0,0.00,823000
lil kim,673000,0.00,0,0,0.00,450000
justin bieber,45500000,0.50,1,13.58,6.82,11100000
shakira,16600000,0.50,1,2.65,1.33,1000000
eminem,16600000,0.00,0,0,0.00,4090000
netflix,30400000,0.20,1,52067.2,"10,595.30",24900000
youtube videos,30400000,0.36,1,626.57,226.67,3350000
lady gaga,24900000,0.00,0,0,0.00,6120000
kesha,4090000,0.00,0,0,0.00,1500000
nicki minaj,11100000,0.50,1,36.87,18.50,5000000
grooveshark,9140000,0.00,0,0,0.00,2740000
transformers 3,7480000,0.00,0,0,0.00,1000000
mundial 2010,-,0.00,0,0,0.00,-
olympics,7480000,0.52,1,44.73,23.45,2240000
espn3,1500000,0.25,1,11.65,2.93,1500000
fifa 11,6120000,0.00,0,0,0.00,368000
randy moss,165000,0.00,0,0,0.00,165000
miami heat,1220000,0.50,1,340.52,170.91,823000
mourinho,1220000,0.00,0,0,0.00,49500
wayne rooney,673000,0.00,0,0,0.00,110000
cricket live score,3350000,0.00,0,0,0.00,60500
david villa,550000,0.00,0,0,0.00,40500
ipad,68000000,0.66,1,5965.17,"3,926.68",20400000
iphone 4,37200000,1.21,1,2333.41,"2,822.86",7480000
nokia 5530,1830000,0.00,0,0,0.00,12100
htc evo 4g,450000,1.37,1,310.35,426.24,301000
nokia n900,673000,0.23,1,2.28,0.52,33100
blackberry apps,1500000,0.00,0,0,0.00,301000
duracell mygrid,22200,0.00,0,0,0.00,5400
트위터,-,0.00,0,0,0.00,-
otterbox,1220000,9.06,1,2638.92,"23,902.24",1000000
pdanet,450000,0.00,0,0,0.00,246000
masterchef,2740000,0.00,0,0,0.00,246000
食べログ,-,0.00,0,0,0.00,-
cupcakes,9140000,0.33,1,460.85,154.31,5000000
jimmy johns,1500000,0.22,1,2242.1,493.72,1500000
как жрать суши,-,0.00,0,0,0.00,-
dominos pizza menu,165000,1.29,1,118.64,152.88,40500
tudo gostoso receitas,-,0.00,0,0,0.00,-
guacamole recipe,201000,0.53,1,149.53,78.65,135000
applebees menu,201000,0.58,1,62.81,36.32,201000
rachel ray,1220000,0.50,1,2.21,1.11,1000000
anhembi parque,-,0.00,0,0,0.00,-
wm gucken,-,0.00,0,0,0.00,-
world cup,16600000,0.00,0,0,0.00,2740000
bundeskanzleramt,-,0.00,0,0,0.00,-
rio branco,-,0.00,0,0,0.00,-
mt everest,550000,0.00,0,0,0.00,201000
kew gardens,201000,0.00,0,0,0.00,60500
tour eiffel,823000,0.00,0,0,0.00,27100
oxford street,673000,0.00,0,0,0.00,33100
nürburgring,-,0.00,0,0,0.00,-
katy perry,13600000,0.00,0,0,0.00,3350000
selena gomez,20400000,0.00,0,0,0.00,5000000
kim kardashian,13600000,0.00,0,0,0.00,6120000
miley cyrus,11100000,0.00,0,0,0.00,2740000
taylor lautner,2240000,0.00,0,0,0.00,673000
megan fox,6120000,0.00,0,0,0.00,1500000
robert pattinson,5000000,0.50,1,13.43,6.74,1000000
haiti,5000000,0.77,1,439.93,338.27,1830000
besiktas,3350000,0.50,1,2.44,1.22,27100
chile,45500000,0.00,0,0,0.00,5000000
earthquake,13600000,0.54,1,36.69,19.76,6120000
jörg kachelmann,-,0.00,0,0,0.00,-
menowin fröhlich,-,0.00,0,0,0.00,-
mobile technology,201000,1.47,1,22.03,32.46,49500
oil spill,823000,0.84,1,55.64,46.73,450000
vancouver 2010,165000,0.00,0,0,0.00,22200
apprendimento automatico,-,0.00,0,0,0.00,-
ресторан нью-йорк,-,0.00,0,0,0.00,-
машинное обучение,-,0.00,0,0,0.00,-
beijing apartments,18100,0.00,0,0,0.00,2900
comercio electrónico,-,0.00,0,0,0.00,-
st. petersburg restaurants,27100,0.00,0,0,0.00,22200
منتزه يلوستون الوطني,-,0.00,0,0,0.00,-
energia solare,-,0.00,0,0,0.00,-
dubai tours,60500,1.17,1,9.99,11.70,4400
hcg diet,1000000,0.36,1,13.62,4.96,823000
dr oz,2240000,0.52,1,153.52,79.21,1830000
aspergers,1830000,0.72,1,242.85,174.44,673000
mcdonalds nutrition,368000,0.27,1,505.72,135.66,301000
vitamin d deficiency,301000,1.33,1,227.16,303.22,201000
appendicitis symptoms,135000,0.50,1,13.54,6.80,90500
cholera,673000,0.50,1,42.78,21.47,165000
nfp,673000,0.00,0,0,0.00,49500
vacina h1n1,9900,0.00,0,0,0.00,58
whooping cough,301000,0.51,1,49.58,25.10,201000
donate to haiti,6600,3.34,1,18.35,61.32,3600
donate to pakistan,1300,0.00,0,0,0.00,590
text to donate,9900,0.00,0,0,0.00,4400
doctors without borders,201000,0.16,1,72.28,11.34,90500
download to donate,14800,0.00,0,0,0.00,1600
red cross canada,33100,0.00,0,0,0.00,1300
blood donation restrictions,4400,0.00,0,0,0.00,3600
donate blood australia,1000,0.00,0,0,0.00,58
donate now button,1000,0.00,0,0,0.00,720
csl plasma,49500,0.00,0,0,0.00,49500
swine flu,368000,0.94,1,56.82,53.50,90500
wamu,301000,0.00,0,0,0.00,165000
new moon,1220000,0.00,0,0,0.00,450000
mininova,823000,0.00,0,0,0.00,90500
susan boyle,673000,0.26,1,7.13,1.82,165000
slumdog millionaire,450000,0.00,0,0,0.00,90500
circuit city,450000,0.20,1,382.03,77.85,301000
myspace layouts,246000,0.00,0,0,0.00,135000
michael jackson,16600000,0.50,1,5.5,2.76,3350000
national city bank,165000,0.50,1,7.87,3.95,135000
chatroulette,20400000,0.23,1,105.06,24.30,2740000
friv,55600000,0.00,0,0,0.00,1220000
myxer,673000,0.50,1,29.99,15.03,550000
twitter,151000000,2.51,1,216.82,544.40,30400000
gamezer,16600000,0.00,0,0,0.00,165000
facebook,3760000000,5.00,1,72.62,363.17,338000000
insurance,55600000,5.10,1,10717.31,"54,689.46",24900000
loans,20400000,13.63,1,5712.26,"77,847.21",11100000
mortgage,16600000,2.99,1,4484.8,"13,415.74",11100000
attorney,16600000,1.21,1,2416.94,"2,924.09",11100000
credit,101000000,1.85,1,1245.75,"2,305.35",37200000
lawyer,13600000,1.59,1,2197.6,"3,491.25",9140000
donate,2740000,1.36,1,489.3,665.81,1220000
degree,16600000,2.67,1,689.36,"1,841.10",9140000
hosting,11100000,7.60,1.01,1207.05,"9,176.41",2740000
claim,7480000,0.78,1,5.6,4.37,3350000
conference call,450000,12.09,1,564.47,"6,823.01",246000
trading,20400000,3.98,1,666.76,"2,655.24",6120000
software,151000000,2.58,1,49.96,128.81,30400000
recovery,20400000,2.58,1,85.33,219.85,7480000
transfer,45500000,0.00,0,0,0.00,13600000
gas electricity,450000,0.00,0,0,0.00,165000
classes,68000000,1.72,1,142.27,245.18,24900000
rehab,6120000,1.83,1,1341.69,"2,454.86",2740000
treatment,37200000,1.29,1,7.39,9.56,16600000
cord blood,135000,11.27,1,138.71,"1,563.18",74000
domains yahoo,33100,0.00,0,0,0.00,18100
domain name yahoo,6600,0.00,0,0,0.00,4400
dc hair laser removal washington,880,0.00,0,0,0.00,590
law lemon wisconsin,1600,0.00,0,0,0.00,1300
hair removal washington dc,1600,0.00,0,0,0.00,880
domain registration yahoo,4400,0.00,0,0,0.00,2400
benchmark lending,4400,0.00,0,0,0.00,1000
domain yahoo,60500,0.28,1,4.72,1.32,27100
yahoo web hosting,33100,4.12,1,95.55,393.67,22200
hair laser removal virginia,4400,0.00,0,0,0.00,3600
peritoneal mesothelioma,6600,37.35,1,18.06,674.41,3600
ca lemon law,8100,0.00,0,0,0.00,6600
best buy gift card,49500,0.00,0,0,0.00,40500
adverse credit remortgage,1000,0.00,0,0,0.00,590
mesothelioma information,2900,0.50,1,6.59,3.31,1300
law lemon ohio,2900,0.00,0,0,0.00,2900
att call conference,5400,0.00,0,0,0.00,5400
insurance medical temporary,1900,0.00,0,0,0.00,1600
illinois law lemon,2400,0.00,0,0,0.00,1900
mesothelioma symptoms,9900,25.15,1,61.95,"1,557.95",6600
angeles drug los rehab,2400,0.00,0,0,0.00,1900
personal injury solicitor,110000,0.00,0,0,0.00,60500
att go,301000,0.00,0,0,0.00,301000
accident car florida lawyer,3600,0.00,0,0,0.00,2400
google affiliate,49500,0.20,1,16.97,3.45,27100
at t wireless,823000,0.73,1,59.82,43.92,368000
home equity loan,165000,5.56,1,210.71,"1,171.19",135000
mcsa boot camp,390,0.00,0,0,0.00,260
anti spam appliance,1600,0.00,0,0,0.00,720
adverse remortgage,1600,0.00,0,0,0.00,720
chicago hair laser removal,3600,0.00,0,0,0.00,2900
att conference,18100,0.00,0,0,0.00,18100
at and t,277000000,0.53,1,829.4,436.97,83100000
laser hair removal maryland,1900,0.00,0,0,0.00,1600
mesothelioma,246000,7.88,1,815.47,"6,424.03",135000
buy gift card,201000,14.60,1,49.86,727.70,165000
mesotheloma,590,0.00,0,0,0.00,390
student loan consolidation program,1000,0.00,0,0,0.00,720
california law lemon,12100,0.00,0,0,0.00,9900
event management security,8100,0.00,0,0,0.00,4400
canada personals yahoo,590,0.00,0,0,0.00,320
orlando criminal attorney,3600,5.52,1,5.46,30.12,2900
uk homeowner loans,720,0.00,0,0,0.00,260
vioxx lawsuit,2400,0.00,0,0,0.00,1600
compare life assurance,22200,0.00,0,0,0.00,8100
criminal defense federal lawyer,2400,0.00,0,0,0.00,1900
american singles,49500,0.00,0,0,0.00,22200
federal criminal defense attorney,2400,4.84,1,10.02,48.49,1900
laser hair removal manhattan,1000,0.00,0,0,0.00,880
att prepaid wireless,6600,0.00,0,0,0.00,6600
fortis health insurance temporary,170,0.00,0,0,0.00,110
miami personal injury lawyer,6600,0.00,0,0,0.00,5400
hair removal chicago,4400,0.00,0,0,0.00,3600
at and t cell phones,110000,2.22,1,33.98,75.40,74000
refinance with bad credit,33100,2.13,1,21.2,45.22,27100
malignant mesothelioma,8100,9.03,1,5.62,50.79,3600
lease management software,1900,2.44,1,23.37,57.09,880
primary pulmonary hypertension,6600,0.50,1,18.67,9.37,3600
miami personal injury attorney,6600,7.92,1,10.12,80.17,5400
anti spam lotus notes,390,0.00,0,0,0.00,260
life insurance quotes,165000,11.44,1,1035.29,"11,846.88",110000
egg credit,14800,0.00,0,0,0.00,1000
anti spam exchange server,1000,0.00,0,0,0.00,390
lemon law,165000,10.09,1,253.66,"2,558.30",135000
google adsense,1220000,1.42,1,355.95,507.09,301000
best consolidation loan student,1900,0.00,0,0,0.00,1600
refinance with poor credit,4400,0.00,0,0,0.00,3600
employee leasing,14800,1.31,1,33,43.18,12100
student loan consolidation center,390,0.00,0,0,0.00,140
buyer mortgage note,1900,0.00,0,0,0.00,1600
federal student loan consolidation,9900,0.00,0,0,0.00,9900
symptoms of mesothelioma,9900,0.00,0,0,0.00,6600
city hair laser new removal york,1300,0.00,0,0,0.00,1000
att wireless com,4400,0.50,1,12.42,6.22,4400
san diego dui lawyer,6600,0.00,0,0,0.00,5400
indiana law lemon,1600,0.00,0,0,0.00,1300
law lemon michigan,2400,0.00,0,0,0.00,2400
angeles criminal defense los,9900,0.00,0,0,0.00,8100
refinancing with poor credit,4400,24.40,1,4.94,120.60,3600
action class lawsuit vioxx,590,0.00,0,0,0.00,320
term life assurance,201000,0.00,0,0,0.00,135000
e loan,90500,0.00,0,0,0.00,22200
celebrex lawyer,1300,0.00,0,0,0.00,320
vasectomy reversal,49500,2.02,1,221.42,447.72,33100
mortgage rates refinancing,22200,3.50,1,26.99,94.35,18100
attorney law lemon,6600,2.34,1,4.83,11.33,5400
consolidate student loans,60500,1.23,1,138.29,169.72,49500
home equity loans,165000,3.10,1,70.98,220.20,135000
mesothilioma,720,0.00,0,0,0.00,480
new york personal injury lawyer,22200,6.75,1,11.46,77.39,14800
home equity loan rates,27100,4.04,1,63.34,255.99,22200
auto insurance quotes,201000,14.93,1,5675.77,"84,738.35",165000
georgia law lemon,2400,0.00,0,0,0.00,2400
homeowner loans,18100,0.00,0,0,0.00,6600
equity loan rates,27100,32.40,1,4.95,160.51,22200
administration lease software,590,2.69,1,5.41,14.57,390
egg credit card,14800,0.00,0,0,0.00,590
student consolidation loans,135000,0.00,0,0,0.00,110000
microsoft anti spam,2400,0.49,1,4.32,2.11,880
mesothelioma prognosis,3600,0.00,0,0,0.00,2400
second mortgages,60500,1.30,1,25.5,33.25,40500
auto century insurance,9900,8.95,1,14.13,126.48,9900
employee florida leasing,1000,0.00,0,0,0.00,880
federal consolidation loan,22200,0.00,0,0,0.00,22200
equity loan,246000,8.83,1,25.64,226.39,165000
personal injury attorney colorado,5400,0.00,0,0,0.00,4400
accident lawyer michigan,3600,10.29,1,5.43,55.90,2400
refinancing with bad credit,27100,0.91,1,5.23,4.79,18100
home equity line of credit rates,12100,8.35,1,4.45,37.14,9900
federal consolidation,27100,0.00,0,0,0.00,22200
non profit debt consolidation,9900,13.29,1,99.48,"1,321.60",8100
pay per click affiliate,9900,6.23,1,9.08,56.62,4400
city hair new removal york,1900,0.00,0,0,0.00,1600
acid reflux disease diet,1300,0.00,0,0,0.00,720
refinance poor credit,4400,1.86,1,9.51,17.69,3600
equity loans,201000,2.49,1,54.29,135.30,165000
student loan consolidate,60500,5.12,1,28.38,145.40,49500
consolidate loans,74000,3.14,1,30.41,95.37,74000
secured loans,110000,9.42,1,6.31,59.44,49500
criminal lawyer new york,9900,6.25,1,9.56,59.74,8100
affiliate per click,9900,0.00,0,0,0.00,4400
chicago personal injury lawyer,9900,12.64,1,5.12,64.74,8100
los angeles dui lawyer,9900,16.67,1,6.08,101.28,8100
att prepaid,135000,1.03,1,60.23,61.75,110000
angeles criminal defense lawyer los,8100,0.00,0,0,0.00,6600
critical illness insurance life,5400,0.00,0,0,0.00,1000
irs lawyer tax,3600,0.00,0,0,0.00,2900
laser hair removal new york,14800,14.46,1,44.18,639.02,12100
comcast high speed,14800,0.00,0,0,0.00,14800
personal yahoo,22200,0.00,0,0,0.00,9900
san diego dui attorney,6600,0.00,0,0,0.00,5400
michigan personal injury,6600,0.00,0,0,0.00,5400
automobile law lemon,6600,0.00,0,0,0.00,5400
cheap insurance life term,8100,44.10,1,83.01,"3,660.99",6600
home loans refinancing,18100,8.68,1,60.05,521.49,12100
consolidate college loans,1000,0.91,1,5.12,4.69,880
cheap life insurance,33100,30.08,1,253.24,"7,617.88",22200
vioxx law suit,210,0.00,0,0,0.00,140
student loan refinance,14800,2.37,1,58.09,137.60,12100
car hire alicante spain,5400,0.00,0,0,0.00,720
tax attorney,135000,5.42,1,496.1,"2,687.51",110000
refinancing my home,1900,0.00,0,0,0.00,1600
criminal dallas lawyer,8100,0.00,0,0,0.00,6600
line of credit home equity,135000,1.26,1,5.97,7.51,110000
litigation vioxx,1600,0.00,0,0,0.00,1000
at and t phones,823000,0.91,1,18.42,16.68,673000
criminal defense attorney los angeles,8100,13.13,1,5.96,78.27,6600
commodity online trading,8100,0.00,0,0,0.00,2400
home equity rates,40500,3.42,1,20.2,69.16,40500
adsense,4090000,0.22,1,1142.84,254.17,823000
law lemon mass,1600,0.00,0,0,0.00,1600
equity home,368000,0.00,0,0,0.00,301000
arizona law lemon,1900,0.00,0,0,0.00,1600
child molestation attorney,-,0.00,0,0,0.00,-
home line of credit,301000,5.38,1,10.08,54.28,201000
alicante car rental spain,5400,0.00,0,0,0.00,720
attorney defense federal,4400,0.00,0,0,0.00,3600
san diego criminal attorney,9900,16.14,1,5.73,92.40,8100
injury lawyer new york,27100,0.00,0,0,0.00,22200
attorney injury new personal york,22200,0.00,0,0,0.00,14800
at and t mobile,16600000,0.00,0,0,0.00,7480000
pleural mesothelioma,8100,0.00,0,0,0.00,2900
augmentation breast diego san,4400,0.00,0,0,0.00,3600
home equity poor credit,2900,0.00,0,0,0.00,2400
health insurance temporary,12100,0.00,0,0,0.00,9900
compensation mesothelioma,3600,0.00,0,0,0.00,1000
21st century insurance,135000,27.63,1,255.74,"7,066.42",110000
cheap insurance medical,14800,21.24,1,13.84,294.09,8100
angeles criminal lawyer los,22200,0.00,0,0,0.00,18100
low cost term life insurance,1900,39.56,1,4.87,192.56,1300
home refinance loans,27100,1.50,1,5.54,8.28,18100
eloan,27100,0.64,1,17.25,11.09,14800
life insurance quote,165000,8.79,1,857.25,"7,533.84",110000
cheap life assurance,33100,0.00,0,0,0.00,18100
anti spam exchange,12100,0.00,0,0,0.00,3600
