Keyword,Global Monthly Searches,Estimated Avg. CPC (£),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (£),Local Monthly Searches
secure online back up,2400,0.00,0,0,0.00,720
agile management software,2900,2.74,1.05,10.77,29.48,1300
crm for financial,3600,0.00,0,0,0.00,1900
disaster recovery planning for it,40500,0.00,0,0,0.00,18100
tracking a vehicle,135000,0.00,0,0,0.00,40500
applications in the cloud,49500,1.69,1.05,10.17,17.15,18100
project management with scrum,8100,0.00,0,0,0.00,2400
servers for businesses,4400,0.00,0,0,0.00,2400
android application developers,9900,0.00,0,0,0.00,3600
android app developers,6600,1.22,1.05,28.34,34.49,2900
training for indesign,14800,0.00,0,0,0.00,3600
teach yourself web development,73,0.00,0,0,0.00,36
web applications developers,2400,0.00,0,0,0.00,720
android application developer,49500,0.86,1.05,34.62,29.61,9900
android app developer,12100,1.77,1.05,77.26,137.02,4400
app developer android,12100,3.18,1.05,23.82,75.85,4400
android developer app,12100,1.12,1.05,45.67,51.05,4400
mobile applications developers,8100,3.69,1.05,21.89,80.82,2900
design for programmers,33100,0.00,0,0,0.00,12100
cloud computing for dummies,8100,2.43,1.05,29.56,71.95,2900
android application development uk,210,0.00,0,0,0.00,-
web design and marketing solutions for business websites,91,0.00,0,0,0.00,22
developers mobile applications,8100,0.00,0,0,0.00,2900
training indesign,14800,0.00,0,0,0.00,3600
apps development,246000,5.67,1.05,21.57,122.37,90500
computing for dummies,9900,0.00,0,0,0.00,3600
bpp learning management system,110,0.00,0,0,0.00,-
mobile apps developers,1900,0.00,0,0,0.00,720
joomla designers,6600,0.00,0,0,0.00,1900
best pay as you go sim card,720,0.00,0,0,0.00,36
locks and locksmithing,14800,0.00,0,0,0.00,8100
development of mobile,201000,0.00,0,0,0.00,60500
android app development software,1300,0.00,0,0,0.00,480
best pay as you go sims,390,0.00,0,0,0.00,-
cheap pay as you go sim,1900,0.00,0,0,0.00,28
app development for android,60500,2.50,1.05,22.54,56.45,22200
best pay as you go sim,5400,0.00,0,0,0.00,91
android development app,60500,0.00,0,0,0.00,22200
android apps development,40500,2.50,1.05,11.14,27.89,14800
android development apps,40500,0.00,0,0,0.00,14800
team building companies uk,46,0.00,0,0,0.00,-
mobile design and development,8100,0.00,0,0,0.00,1900
pay as you go sim card only,170,0.00,0,0,0.00,12
training for mcse,14800,0.00,0,0,0.00,4400
ink 8560,3600,0.00,0,0,0.00,2400
sim card only pay as you go,170,0.00,0,0,0.00,12
micro stock photo sites,58,0.00,0,0,0.00,28
pay as you go sim offers,5400,0.00,0,0,0.00,28
sim card deals pay as you go,720,0.00,0,0,0.00,5
cheap mobile sim card,390,0.00,0,0,0.00,73
itil v3 foundations certification,5400,0.00,0,0,0.00,1600
make money with stock photography,720,0.00,0,0,0.00,390
uk stock photography,1000,0.00,0,0,0.00,91
options for investment,49500,0.00,0,0,0.00,18100
android developer apps,6600,0.00,0,0,0.00,1600
make money stock photography,720,0.00,0,0,0.00,390
photographers stock,2900,0.00,0,0,0.00,1600
cards games for kids,8100,0.00,0,0,0.00,2900
contracts in a nutshell,260,0.00,0,0,0.00,140
google android application development,1600,2.50,1.05,11.46,28.67,390
deal or no deal interactive,720,0.00,0,0,0.00,260
stock photographers,2900,0.00,0,0,0.00,1600
computing for idiots,170,0.00,0,0,0.00,28
make money stock photos,880,0.00,0,0,0.00,480
google android apps development,390,0.00,0,0,0.00,140
mobile sim card uk,1000,0.00,0,0,0.00,140
sim card for uk,18100,1.39,1.05,8.87,12.36,2400
play no deal or deal,27100,0.00,0,0,0.00,9900
realtime tracking device,1600,0.00,0,0,0.00,1000
small company websites,1900,0.00,0,0,0.00,1300
team building activities uk,260,0.00,0,0,0.00,22
pay as you go sim uk,2400,0.00,0,0,0.00,170
the glaze book,1300,0.00,0,0,0.00,390
training in sql,74000,0.00,0,0,0.00,27100
android application development tools,2900,0.00,0,0,0.00,880
uk mobile sim card,1000,0.00,0,0,0.00,140
buy uk sim card,880,0.00,0,0,0.00,170
c5650 toner,1600,4.86,1.05,8.11,39.46,73
database driven web page,2400,0.00,0,0,0.00,880
cost of sim card,12100,0.00,0,0,0.00,4400
database driven web,5400,0.00,0,0,0.00,1600
microsoft access 2010 training,1300,2.67,1.05,12.18,32.58,590
3g broadband router,6600,0.00,0,0,0.00,1000
sim card in uk,18100,0.00,0,0,0.00,2400
cheap ink cartridges brother,480,0.00,0,0,0.00,210
google android app development,590,0.00,0,0,0.00,260
stock photography books,480,0.00,0,0,0.00,210
google android app developer,390,0.00,0,0,0.00,170
pre pay sim,4400,0.00,0,0,0.00,1600
pre pay sim card,2400,0.00,0,0,0.00,1000
international mobile broadband pay as you go,36,0.00,0,0,0.00,0
learning sql server 2008,1900,2.50,1.05,10.42,26.11,390
cheap ink for brother printer,320,0.00,0,0,0.00,170
buy pay as you go sim card,390,0.00,0,0,0.00,58
pay as you go sim card,22200,0.52,1.05,9.69,5.06,2400
pay as go sim,74000,0.00,0,0,0.00,4400
solar power and home,90500,0.00,0,0,0.00,49500
developing mobile application,8100,0.50,1.05,21.72,10.94,1900
sim card pay,27100,0.00,0,0,0.00,4400
solar for your home,27100,0.00,0,0,0.00,12100
notebook laptops,9140000,1.74,1.05,88.95,155.18,1500000
notebooks and laptops,9140000,0.00,0,0,0.00,1830000
notebooks & laptops,9140000,0.00,0,0,0.00,1830000
notebooks and laptop,7480000,0.00,0,0,0.00,2240000
mobile phones mobile phone,7480000,0.00,0,0,0.00,2240000
laptop or notebook,7480000,0.00,0,0,0.00,1500000
laptop and notebook,7480000,0.00,0,0,0.00,1500000
is a notebook a laptop,7480000,0.00,0,0,0.00,1500000
tv or lcd,5000000,0.00,0,0,0.00,823000
dress prom dress,3350000,0.00,0,0,0.00,2240000
digital cameras digital cameras,3350000,0.00,0,0,0.00,1000000
dress prom dresses,3350000,0.00,0,0,0.00,2240000
digital camera digital cameras,3350000,0.00,0,0,0.00,1000000
and the wardrobe,3350000,0.00,0,0,0.00,1000000
dual sim dual,3350000,0.00,0,0,0.00,49500
canon powershot,2240000,0.62,1.05,144.84,89.86,550000
canon canon powershot,2240000,0.00,0,0,0.00,550000
of the vanities,2240000,0.00,0,0,0.00,1500000
lumix by panasonic,1830000,0.00,0,0,0.00,301000
camera with camcorder,1500000,0.00,0,0,0.00,550000
best phones,1830000,4.16,1.05,73.29,305.05,823000
kinect for xbox,1220000,0.00,0,0,0.00,368000
canon canon camera,1830000,0.00,0,0,0.00,673000
g shock g,1830000,0.00,0,0,0.00,550000
canon pixma,1830000,0.88,1.05,172.5,152.49,246000
panasonic dmc,1500000,0.57,1.05,17.54,9.98,201000
tv 32 in,1500000,0.00,0,0,0.00,301000
coolpix nikon,1830000,0.00,0,0,0.00,450000
nikon coolpix,1830000,0.83,1.05,346.92,287.03,450000
lumix dmc,1500000,0.00,0,0,0.00,165000
ixus i,1220000,0.00,0,0,0.00,33100
ink for cartridges,1220000,0.00,0,0,0.00,550000
ink cartridges for,1220000,0.00,0,0,0.00,550000
ink cartridges,1220000,2.53,1.05,810.89,"2,047.82",550000
hidden object,1500000,0.98,1.05,179.25,175.82,450000
cartridge and ink,1220000,0.00,0,0,0.00,550000
ink for cartridge,1220000,0.00,0,0,0.00,550000
ink & cartridge,1220000,0.00,0,0,0.00,550000
dr martens,1500000,0.58,1.05,406.95,236.53,368000
camcorders with camera,1220000,0.00,0,0,0.00,550000
camera and camcorders,1220000,0.00,0,0,0.00,550000
ink for print,1220000,0.00,0,0,0.00,550000
and mens clothing,1220000,0.00,0,0,0.00,550000
samsung phones,1220000,1.53,1.05,730.75,"1,116.95",301000
fujifilm finepix,1220000,0.50,1.05,25.47,12.83,165000
finepix fujifilm,1220000,0.00,0,0,0.00,165000
canon with lens,1220000,0.00,0,0,0.00,450000
canon lens lens,1220000,0.00,0,0,0.00,450000
hdmi cable hdmi,1220000,0.00,0,0,0.00,450000
a movie camera,1000000,0.00,0,0,0.00,450000
the movie camera,1000000,0.00,0,0,0.00,450000
toner and cartridges,1000000,0.00,0,0,0.00,450000
razors shavers,1220000,0.38,1.05,9.18,3.46,550000
the canon 5d,1220000,0.00,0,0,0.00,301000
shavers razors,1220000,0.00,0,0,0.00,550000
canon 5d,1220000,0.79,1.05,500.04,394.62,301000
dmc panasonic lumix,1000000,0.00,0,0,0.00,135000
the nikon d90,1000000,0.00,0,0,0.00,135000
clothing for cheap,1000000,1.11,1.05,7.71,8.54,550000
i station docking station,1000000,0.00,0,0,0.00,368000
pc notebook,1000000,1.05,1.05,29.78,31.36,201000
a wrinkle in,1000000,0.00,0,0,0.00,550000
ink cartridges toner cartridges,823000,0.00,0,0,0.00,368000
canon is cameras,1000000,17.88,1.05,10.45,186.91,368000
canon cameras,1000000,3.25,1.05,3769.02,"12,233.50",368000
photos stock,823000,1.65,1.05,57.52,94.97,368000
nikon camera,1000000,0.98,1.05,346.83,339.31,368000
phones and prices,1000000,0.00,0,0,0.00,49500
dvd to dvd recorder,823000,1.98,1.05,5.4,10.70,201000
toner print cartridge,823000,0.00,0,0,0.00,368000
hdmi to hdmi cables,823000,0.32,1.05,66.71,21.32,368000
blu ray players,823000,0.50,1.05,68.41,34.44,368000
bluray players,823000,0.00,0,0,0.00,368000
lcd and hd,673000,0.00,0,0,0.00,165000
watch mens watch,823000,0.00,0,0,0.00,450000
hard disk drives external,823000,0.00,0,0,0.00,368000
cannon and camera,823000,0.00,0,0,0.00,246000
used it books,823000,0.00,0,0,0.00,550000
tv samsung led,1000000,0.00,0,0,0.00,135000
led tv by samsung,1000000,0.00,0,0,0.00,135000
printer ink for,823000,0.00,0,0,0.00,368000
printer with ink,823000,0.00,0,0,0.00,368000
printer and ink,823000,0.00,0,0,0.00,368000
dresses for kids,823000,1.05,1.05,43.24,45.34,368000
notebook samsung,1000000,0.00,0,0,0.00,74000
powershot sx,673000,0.00,0,0,0.00,135000
wedding shoes shoes,823000,0.00,0,0,0.00,368000
the best laptops,823000,0.85,1.05,24.52,20.81,450000
shoes wedding,823000,0.00,0,0,0.00,368000
dresses maxi,823000,0.69,1.05,97.5,67.04,246000
laptop battery for,823000,0.00,0,0,0.00,301000
