Keyword,Global Monthly Searches,Estimated Avg. CPC (GBP),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (GBP),Local Monthly Searches
microsoft access 2010 training,1000,1.49,1,8.64,12.83,590
3g broadband router,6600,0.00,0,0,0.00,1300
sim card in uk,18100,0.00,0,0,0.00,2900
cheap ink cartridges brother,590,0.00,0,0,0.00,320
google android app development,590,0.00,0,0,0.00,260
stock photography books,590,0.00,0,0,0.00,260
google android app developer,390,0.00,0,0,0.00,170
pre pay sim,5400,0.00,0,0,0.00,1600
pre pay sim card,2400,0.00,0,0,0.00,1300
international mobile broadband pay as you go,46,0.00,0,0,0.00,0
learning sql server 2008,1900,0.00,0,0,0.00,390
cheap ink for brother printer,390,0.00,0,0,0.00,170
buy pay as you go sim card,390,0.00,0,0,0.00,58
pay as you go sim card,22200,0.00,0,0,0.00,2900
pay as go sim,90500,0.00,0,0,0.00,5400
solar power and home,110000,0.00,0,0,0.00,60500
developing mobile application,8100,2.57,1,8.38,21.55,2400
sim card pay,33100,0.00,0,0,0.00,4400
solar for your home,27100,0.00,0,0,0.00,14800
notebook laptops,11100000,0.00,0,0,0.00,1830000
notebooks and laptops,9140000,0.00,0,0,0.00,1830000
notebooks & laptops,9140000,0.00,0,0,0.00,1830000
notebooks and laptop,7480000,0.00,0,0,0.00,2240000
mobile phones mobile phone,7480000,0.00,0,0,0.00,2740000
laptop or notebook,7480000,0.00,0,0,0.00,1830000
laptop and notebook,7480000,0.00,0,0,0.00,1830000
is a notebook a laptop,7480000,0.00,0,0,0.00,1830000
tv or lcd,6120000,0.00,0,0,0.00,1220000
dress prom dress,4090000,0.00,0,0,0.00,2740000
digital cameras digital cameras,4090000,0.00,0,0,0.00,1220000
dress prom dresses,3350000,0.00,0,0,0.00,2240000
digital camera digital cameras,3350000,0.00,0,0,0.00,1220000
and the wardrobe,3350000,0.00,0,0,0.00,1000000
dual sim dual,3350000,0.00,0,0,0.00,60500
canon powershot,2240000,0.38,1,215.51,81.76,673000
canon canon powershot,2240000,0.00,0,0,0.00,673000
of the vanities,2240000,0.00,0,0,0.00,1500000
lumix by panasonic,2240000,0.00,0,0,0.00,368000
camera with camcorder,1830000,0.00,0,0,0.00,673000
best phones,1830000,0.74,1,18.63,13.88,823000
kinect for xbox,1500000,0.19,1,1.86,0.36,550000
canon canon camera,1830000,0.00,0,0,0.00,673000
g shock g,1830000,0.00,0,0,0.00,550000
canon pixma,1830000,1.28,1,233.15,297.99,246000
panasonic dmc,1830000,0.49,1,26.22,12.89,246000
tv 32 in,1830000,0.27,1,11.66,3.13,301000
coolpix nikon,1830000,0.00,0,0,0.00,450000
nikon coolpix,1830000,0.60,1,369.88,222.26,450000
lumix dmc,1500000,0.90,1,4.03,3.64,201000
ixus i,1500000,0.00,0,0,0.00,40500
ink for cartridges,1500000,0.00,0,0,0.00,673000
ink cartridges for,1500000,0.00,0,0,0.00,673000
ink cartridges,1500000,3.48,1,772.21,"2,689.39",673000
hidden object,1500000,0.65,1,376.53,244.49,450000
cartridge and ink,1500000,0.00,0,0,0.00,673000
ink for cartridge,1500000,0.00,0,0,0.00,673000
ink & cartridge,1500000,0.00,0,0,0.00,673000
dr martens,1220000,0.47,1,710.84,332.29,368000
camcorders with camera,1220000,0.00,0,0,0.00,673000
camera and camcorders,1220000,0.00,0,0,0.00,673000
ink for print,1220000,0.00,0,0,0.00,673000
and mens clothing,1220000,0.00,0,0,0.00,673000
samsung phones,1220000,0.81,1,2591.86,"2,106.80",301000
fujifilm finepix,1220000,0.42,1,32.42,13.53,165000
finepix fujifilm,1220000,0.00,0,0,0.00,165000
canon with lens,1220000,0.00,0,0,0.00,550000
canon lens lens,1220000,0.00,0,0,0.00,550000
hdmi cable hdmi,1220000,0.00,0,0,0.00,550000
a movie camera,1220000,0.00,0,0,0.00,450000
the movie camera,1220000,0.00,0,0,0.00,450000
toner and cartridges,1220000,0.00,0,0,0.00,550000
razors shavers,1220000,0.00,0,0,0.00,550000
the canon 5d,1220000,0.00,0,0,0.00,301000
shavers razors,1220000,0.00,0,0,0.00,550000
canon 5d,1220000,0.44,1,160.28,70.65,301000
dmc panasonic lumix,1220000,0.00,0,0,0.00,165000
the nikon d90,1000000,0.00,0,0,0.00,165000
clothing for cheap,1220000,1.44,1,43.02,62.09,673000
i station docking station,1000000,0.00,0,0,0.00,368000
pc notebook,1000000,3.12,1,45.46,142.02,246000
a wrinkle in,1000000,0.00,0,0,0.00,550000
ink cartridges toner cartridges,1000000,0.00,0,0,0.00,450000
canon is cameras,1220000,0.00,0,0,0.00,450000
canon cameras,1220000,6.63,1,445.08,"2,950.75",450000
photos stock,1000000,3.49,1,56.14,195.99,368000
nikon camera,1000000,1.28,1,515.63,659.93,368000
phones and prices,1000000,0.00,0,0,0.00,60500
dvd to dvd recorder,1000000,1.41,1,5.91,8.35,246000
toner print cartridge,1000000,0.00,0,0,0.00,450000
hdmi to hdmi cables,1000000,0.00,0,0,0.00,450000
blu ray players,823000,0.47,1,53.35,25.18,450000
bluray players,823000,0.46,1,11.68,5.43,450000
lcd and hd,823000,0.00,0,0,0.00,246000
watch mens watch,823000,0.00,0,0,0.00,450000
hard disk drives external,823000,0.00,0,0,0.00,368000
cannon and camera,823000,0.00,0,0,0.00,246000
used it books,823000,0.00,0,0,0.00,550000
tv samsung led,823000,0.31,1,1.89,0.59,135000
led tv by samsung,823000,0.00,0,0,0.00,135000
printer ink for,823000,0.00,0,0,0.00,368000
printer with ink,823000,0.00,0,0,0.00,368000
printer and ink,823000,0.00,0,0,0.00,368000
dresses for kids,823000,0.74,1,19.07,14.09,450000
notebook samsung,823000,0.00,0,0,0.00,60500
powershot sx,823000,0.43,1,4.03,1.72,135000
wedding shoes shoes,823000,0.00,0,0,0.00,368000
the best laptops,823000,0.98,1,10.72,10.56,450000
shoes wedding,823000,0.00,0,0,0.00,368000
dresses maxi,823000,0.89,1,7.58,6.72,246000
laptop battery for,823000,0.00,0,0,0.00,368000
detector metal metal detector,823000,0.00,0,0,0.00,368000
phone pay as,823000,0.00,0,0,0.00,450000
watches for mens,823000,0.71,1,14.93,10.55,450000
kinect on xbox 360,673000,0.00,0,0,0.00,201000
kinect for xbox 360,673000,1.58,1,15.22,24.04,201000
security and camera,823000,0.00,0,0,0.00,450000
camera for security,823000,0.00,0,0,0.00,450000
lcd monitors,673000,1.28,1,88.29,112.97,246000
duvet and duvet covers,823000,0.00,0,0,0.00,368000
jon bon jovi dead,880,0.00,0,0,0.00,260
kardashian christmas card,22200,0.00,0,0,0.00,18100
49ers,1500000,0.53,1,373.37,197.39,1000000
steelers,2740000,0.50,1,4.64,2.34,2240000
dark knight rises trailer,165000,0.00,0,0,0.00,90500
san francisco 49ers,201000,0.51,1,239.74,123.01,165000
ben roethlisberger,246000,0.00,0,0,0.00,201000
pittsburgh steelers,673000,0.00,0,0,0.00,550000
snooki,1500000,0.53,1,26.71,14.17,1000000
clippers,2240000,0.50,1,14.94,7.52,1000000
49ers news,27100,0.00,0,0,0.00,27100
lakers,2240000,0.79,1,5.46,4.34,1500000
james harrison,110000,0.00,0,0,0.00,90500
martial law,135000,0.55,1,17.96,9.94,60500
antonio brown,33100,0.00,0,0,0.00,27100
gpa calculator,550000,0.50,1,22.26,11.21,450000
johnny knox,27100,0.00,0,0,0.00,18100
yu darvish,18100,0.00,0,0,0.00,12100
kobe bryant,1220000,0.50,1,7.5,3.78,673000
lil kim,823000,0.00,0,0,0.00,450000
justin bieber,45500000,0.50,1,28.14,14.17,11100000
shakira,16600000,0.50,1,6.93,3.49,1000000
eminem,16600000,0.32,1,17.86,5.68,4090000
netflix,24900000,0.20,1,49047.74,"9,837.80",24900000
youtube videos,30400000,0.34,1,273.05,92.75,3350000
lady gaga,24900000,0.00,0,0,0.00,6120000
kesha,5000000,0.50,1,2.32,1.16,1500000
nicki minaj,11100000,0.55,1,43.46,23.73,6120000
grooveshark,7480000,0.50,1,4.58,2.30,2740000
transformers 3,7480000,0.00,0,0,0.00,1220000
mundial 2010,-,0.00,0,0,0.00,-
olympics,6120000,0.52,1,53.86,28.26,2240000
espn3,1500000,0.00,0,0,0.00,1500000
fifa 11,7480000,0.00,0,0,0.00,368000
randy moss,201000,0.00,0,0,0.00,165000
miami heat,1220000,0.50,1,8.97,4.52,823000
mourinho,1220000,0.00,0,0,0.00,49500
wayne rooney,673000,0.00,0,0,0.00,110000
cricket live score,3350000,0.50,1,8.92,4.49,60500
david villa,550000,0.00,0,0,0.00,40500
ipad,68000000,0.84,1,7262.09,"6,074.94",20400000
iphone 4,37200000,1.47,1,2729.78,"4,019.15",7480000
nokia 5530,2240000,0.00,0,0,0.00,14800
htc evo 4g,450000,2.58,1,362.02,932.82,301000
nokia n900,673000,0.00,0,0,0.00,33100
blackberry apps,1500000,0.00,0,0,0.00,301000
duracell mygrid,60500,0.00,0,0,0.00,22200
트위터,-,0.00,0,0,0.00,-
otterbox,1220000,12.85,1,2967.5,"38,130.92",823000
pdanet,450000,0.50,1,83.31,41.95,246000
masterchef,2740000,0.00,0,0,0.00,246000
食べログ,-,0.00,0,0,0.00,-
cupcakes,9140000,0.39,1,559.34,215.54,5000000
jimmy johns,1500000,0.23,1,2098.35,480.15,1500000
как жрать суши,-,0.00,0,0,0.00,-
dominos pizza menu,165000,3.22,1,37.45,120.71,40500
tudo gostoso receitas,-,0.00,0,0,0.00,-
guacamole recipe,165000,0.51,1,113.43,57.32,135000
applebees menu,201000,0.32,1,88.08,28.11,201000
rachel ray,1220000,0.50,1,13.55,6.82,1220000
anhembi parque,-,0.00,0,0,0.00,-
wm gucken,-,0.00,0,0,0.00,-
world cup,16600000,0.00,0,0,0.00,2740000
bundeskanzleramt,-,0.00,0,0,0.00,-
rio branco,-,0.00,0,0,0.00,-
mt everest,550000,0.00,0,0,0.00,201000
kew gardens,201000,0.00,0,0,0.00,60500
tour eiffel,823000,0.00,0,0,0.00,27100
oxford street,673000,0.00,0,0,0.00,40500
nürburgring,-,0.00,0,0,0.00,-
katy perry,13600000,0.00,0,0,0.00,3350000
selena gomez,20400000,0.50,1,4.38,2.21,4090000
kim kardashian,13600000,0.51,1,420.23,213.86,6120000
miley cyrus,11100000,0.00,0,0,0.00,3350000
taylor lautner,2240000,0.50,1,2.34,1.18,673000
megan fox,6120000,0.00,0,0,0.00,1500000
robert pattinson,5000000,0.00,0,0,0.00,1000000
haiti,5000000,0.63,1,636.39,397.86,1830000
besiktas,3350000,0.00,0,0,0.00,27100
chile,45500000,0.51,1,19.9,10.23,5000000
earthquake,13600000,0.69,1,50.89,35.15,6120000
jörg kachelmann,-,0.00,0,0,0.00,-
menowin fröhlich,-,0.00,0,0,0.00,-
mobile technology,201000,0.66,1,40.99,27.22,49500
oil spill,823000,0.59,1,44.53,26.29,450000
vancouver 2010,165000,0.00,0,0,0.00,22200
apprendimento automatico,-,0.00,0,0,0.00,-
ресторан нью-йорк,-,0.00,0,0,0.00,-
машинное обучение,-,0.00,0,0,0.00,-
beijing apartments,18100,0.00,0,0,0.00,3600
comercio electrónico,-,0.00,0,0,0.00,-
st. petersburg restaurants,27100,0.00,0,0,0.00,22200
منتزه يلوستون الوطني,-,0.00,0,0,0.00,-
energia solare,-,0.00,0,0,0.00,-
dubai tours,60500,0.54,1,4.2,2.28,4400
hcg diet,1000000,0.52,1,612.19,320.14,823000
dr oz,2240000,1.42,1,70.49,100.26,1500000
aspergers,1830000,0.77,1,296.74,228.44,673000
mcdonalds nutrition,368000,0.25,1,264.95,66.05,301000
vitamin d deficiency,301000,1.37,1,211.34,288.94,201000
appendicitis symptoms,165000,0.50,1,2.39,1.21,90500
cholera,823000,0.50,1,34.5,17.37,201000
nfp,673000,0.00,0,0,0.00,49500
vacina h1n1,9900,0.00,0,0,0.00,28
whooping cough,301000,0.64,1,373.75,238.02,201000
donate to haiti,6600,1.27,1,14.56,18.46,3600
donate to pakistan,1600,0.00,0,0,0.00,590
text to donate,9900,2.32,1,11.51,26.66,4400
doctors without borders,201000,0.17,1,84.99,14.81,90500
download to donate,14800,0.00,0,0,0.00,1600
red cross canada,33100,0.00,0,0,0.00,1300
blood donation restrictions,4400,0.00,0,0,0.00,3600
donate blood australia,880,0.00,0,0,0.00,22
donate now button,1000,0.00,0,0,0.00,720
csl plasma,49500,0.50,1,4.68,2.36,40500
swine flu,450000,0.69,1,52.1,36.14,90500
wamu,301000,0.00,0,0,0.00,165000
new moon,1220000,0.50,1,2.47,1.24,450000
mininova,823000,0.00,0,0,0.00,90500
susan boyle,673000,0.00,0,0,0.00,201000
slumdog millionaire,450000,0.00,0,0,0.00,90500
circuit city,450000,0.20,1,292.34,59.11,301000
myspace layouts,246000,0.00,0,0,0.00,165000
michael jackson,16600000,0.00,0,0,0.00,3350000
national city bank,165000,0.50,1,4.56,2.30,135000
chatroulette,20400000,0.26,1,65.09,16.80,2740000
friv,55600000,0.00,0,0,0.00,1000000
myxer,673000,0.93,1,13.43,12.45,673000
twitter,151000000,2.51,1,206.02,516.11,24900000
gamezer,16600000,0.00,0,0,0.00,135000
facebook,3760000000,5.00,1,60.3,301.69,338000000
insurance,68000000,7.80,1,12949.13,"101,042.57",30400000
loans,20400000,11.74,1.01,6774.79,"79,510.99",11100000
mortgage,16600000,3.03,1,4129.63,"12,514.16",11100000
attorney,16600000,1.39,1,2467.23,"3,426.58",13600000
credit,101000000,4.87,1,1093.49,"5,330.06",37200000
lawyer,13600000,2.04,1,1778.39,"3,621.73",9140000
donate,2740000,1.52,1,583.98,885.25,1220000
degree,16600000,2.79,1,996.98,"2,783.60",9140000
hosting,11100000,13.87,1.01,1402.66,"19,454.91",2740000
claim,7480000,0.00,0,0,0.00,3350000
conference call,450000,16.38,1,374.44,"6,134.28",246000
trading,20400000,1.64,1,465.65,763.96,6120000
software,151000000,2.53,1,64.82,164.04,30400000
recovery,20400000,2.72,1,151.69,412.27,7480000
transfer,45500000,0.00,0,0,0.00,13600000
gas electricity,450000,0.94,1,4.7,4.43,165000
classes,68000000,0.91,1,37.39,34.08,24900000
rehab,6120000,1.94,1,1558.75,"3,023.16",3350000
treatment,37200000,0.50,1,9.88,4.98,16600000
cord blood,135000,24.47,1,157.81,"3,861.93",74000
domains yahoo,33100,0.00,0,0,0.00,18100
domain name yahoo,6600,0.00,0,0,0.00,4400
dc hair laser removal washington,1000,0.00,0,0,0.00,720
law lemon wisconsin,1600,0.00,0,0,0.00,1600
hair removal washington dc,1600,0.00,0,0,0.00,1000
domain registration yahoo,4400,0.00,0,0,0.00,2400
benchmark lending,4400,0.00,0,0,0.00,1000
domain yahoo,60500,0.40,1,4.55,1.82,27100
yahoo web hosting,33100,63.55,1,34.3,"2,179.37",22200
hair laser removal virginia,4400,0.00,0,0,0.00,3600
peritoneal mesothelioma,6600,31.51,1,9.37,295.28,3600
ca lemon law,8100,0.00,0,0,0.00,6600
best buy gift card,40500,0.00,0,0,0.00,40500
adverse credit remortgage,1300,0.00,0,0,0.00,590
mesothelioma information,2900,0.00,0,0,0.00,1600
law lemon ohio,2900,7.91,1,5.17,40.93,2900
att call conference,6600,0.00,0,0,0.00,5400
insurance medical temporary,1900,0.00,0,0,0.00,1600
illinois law lemon,2400,0.00,0,0,0.00,1900
mesothelioma symptoms,9900,16.76,1,12.52,209.84,6600
angeles drug los rehab,2400,0.00,0,0,0.00,2400
personal injury solicitor,110000,0.00,0,0,0.00,60500
att go,301000,0.00,0,0,0.00,301000
accident car florida lawyer,3600,0.00,0,0,0.00,2400
google affiliate,49500,0.20,1,9.43,1.89,27100
at t wireless,823000,0.20,1,19.77,3.99,368000
home equity loan,201000,3.90,1,131.39,512.18,165000
mcsa boot camp,480,0.00,0,0,0.00,320
anti spam appliance,1900,0.00,0,0,0.00,720
adverse remortgage,1900,0.00,0,0,0.00,880
chicago hair laser removal,3600,0.00,0,0,0.00,2900
att conference,22200,13.46,1,3.96,53.29,18100
at and t,277000000,0.66,1,1007.23,659.75,83100000
laser hair removal maryland,1900,0.00,0,0,0.00,1900
mesothelioma,246000,12.68,1,846.14,"10,731.36",135000
buy gift card,201000,1.77,1,17.27,30.52,135000
mesotheloma,590,0.00,0,0,0.00,390
student loan consolidation program,1000,0.00,0,0,0.00,720
california law lemon,12100,0.00,0,0,0.00,9900
event management security,8100,7.08,1,8.78,62.16,4400
canada personals yahoo,590,0.00,0,0,0.00,320
orlando criminal attorney,3600,0.00,0,0,0.00,3600
uk homeowner loans,880,0.00,0,0,0.00,320
vioxx lawsuit,2400,0.00,0,0,0.00,1600
compare life assurance,22200,0.00,0,0,0.00,9900
criminal defense federal lawyer,2400,0.00,0,0,0.00,1900
american singles,49500,3.69,1,10.61,39.21,27100
federal criminal defense attorney,2900,0.00,0,0,0.00,1900
laser hair removal manhattan,1300,13.24,1,12.81,169.54,880
att prepaid wireless,6600,0.00,0,0,0.00,6600
fortis health insurance temporary,210,0.00,0,0,0.00,140
miami personal injury lawyer,6600,38.53,1,4.94,190.21,5400
hair removal chicago,4400,4.39,1,9.25,40.62,3600
at and t cell phones,110000,0.00,0,0,0.00,74000
refinance with bad credit,33100,2.54,1,11.82,29.99,27100
malignant mesothelioma,8100,33.11,1,13.96,462.20,3600
lease management software,1900,15.47,1,9.19,142.14,880
primary pulmonary hypertension,6600,0.56,1,18.05,10.18,3600
miami personal injury attorney,6600,63.70,1,10.92,695.43,5400
anti spam lotus notes,480,0.00,0,0,0.00,260
life insurance quotes,201000,14.26,1.02,475.26,"6,775.11",110000
egg credit,14800,0.00,0,0,0.00,1300
anti spam exchange server,1000,0.00,0,0,0.00,390
lemon law,165000,10.50,1,174.78,"1,835.36",135000
google adsense,1220000,0.50,1,399.84,201.36,301000
best consolidation loan student,1900,0.00,0,0,0.00,1600
refinance with poor credit,5400,0.00,0,0,0.00,4400
employee leasing,14800,3.17,1,32.25,102.27,12100
student loan consolidation center,390,0.00,0,0,0.00,140
buyer mortgage note,1900,0.00,0,0,0.00,1600
federal student loan consolidation,9900,1.03,1,12.11,12.53,9900
symptoms of mesothelioma,9900,12.46,1,22.69,282.64,6600
city hair laser new removal york,1600,0.00,0,0,0.00,1000
att wireless com,4400,0.45,1,20.58,9.24,4400
san diego dui lawyer,6600,0.00,0,0,0.00,5400
indiana law lemon,1600,8.46,1,4.81,40.70,1300
law lemon michigan,2400,0.00,0,0,0.00,2400
angeles criminal defense los,9900,0.00,0,0,0.00,8100
refinancing with poor credit,4400,3.79,1,9.96,37.72,3600
action class lawsuit vioxx,590,0.00,0,0,0.00,320
term life assurance,201000,10.16,1,3.53,35.89,165000
e loan,90500,0.70,1,4.35,3.06,22200
celebrex lawyer,1300,0.00,0,0,0.00,320
vasectomy reversal,49500,1.75,1,182.6,319.60,33100
mortgage rates refinancing,22200,4.34,1,3.93,17.04,18100
attorney law lemon,6600,0.00,0,0,0.00,5400
consolidate student loans,60500,2.01,1,115.42,232.45,49500
home equity loans,165000,2.60,1,76.89,200.10,135000
mesothilioma,720,39.47,1,4.37,172.60,480
new york personal injury lawyer,22200,8.91,1,13.77,122.65,18100
home equity loan rates,27100,3.58,1,89.56,320.61,22200
auto insurance quotes,201000,16.25,1,4689.56,"76,220.59",165000
georgia law lemon,2900,0.00,0,0,0.00,2400
homeowner loans,22200,0.00,0,0,0.00,6600
equity loan rates,27100,2.51,1,3.56,8.91,27100
administration lease software,720,15.70,1,3.38,53.01,390
egg credit card,14800,0.00,0,0,0.00,590
student consolidation loans,135000,0.00,0,0,0.00,110000
microsoft anti spam,2400,5.49,1,4.39,24.12,880
mesothelioma prognosis,3600,103.17,1,4.56,470.71,2400
second mortgages,60500,0.00,0,0,0.00,40500
auto century insurance,9900,2.21,1,3.97,8.80,9900
employee florida leasing,1000,0.00,0,0,0.00,1000
federal consolidation loan,22200,0.00,0,0,0.00,22200
equity loan,246000,2.05,1,34.12,69.87,165000
personal injury attorney colorado,6600,26.50,1,5.02,133.12,5400
accident lawyer michigan,3600,3.17,1,5.42,17.19,2400
refinancing with bad credit,27100,1.31,1,6.35,8.33,22200
home equity line of credit rates,12100,7.75,1,3.82,29.57,9900
federal consolidation,27100,0.00,0,0,0.00,27100
non profit debt consolidation,9900,21.77,1,87.31,"1,900.86",8100
pay per click affiliate,9900,4.20,1,7.96,33.46,4400
city hair new removal york,2400,0.00,0,0,0.00,1600
acid reflux disease diet,1300,0.48,1,10.14,4.91,720
refinance poor credit,5400,1.63,1,7.99,13.00,4400
equity loans,201000,4.63,1,48.7,225.67,165000
student loan consolidate,60500,4.30,1,10.24,44.08,49500
consolidate loans,74000,4.44,1,35.62,158.25,74000
secured loans,110000,7.47,1,21.66,161.79,49500
criminal lawyer new york,9900,14.08,1,8.26,116.34,8100
affiliate per click,9900,0.00,0,0,0.00,4400
chicago personal injury lawyer,12100,9.50,1,19.2,182.34,9900
los angeles dui lawyer,9900,8.91,1,9.83,87.50,8100
att prepaid,135000,1.54,1,138.47,212.85,110000
angeles criminal defense lawyer los,8100,0.00,0,0,0.00,6600
critical illness insurance life,6600,0.00,0,0,0.00,1000
irs lawyer tax,3600,0.00,0,0,0.00,2900
laser hair removal new york,14800,9.70,1,30.29,293.92,12100
comcast high speed,14800,0.00,0,0,0.00,14800
personal yahoo,27100,0.00,0,0,0.00,12100
san diego dui attorney,6600,9.27,1,4.51,41.80,5400
michigan personal injury,8100,0.00,0,0,0.00,5400
automobile law lemon,6600,12.00,1,3.79,45.42,5400
cheap insurance life term,9900,16.85,1,72.23,"1,217.38",6600
home loans refinancing,22200,5.09,1,12.09,61.58,12100
consolidate college loans,1000,0.00,0,0,0.00,880
cheap life insurance,33100,31.10,1,187.61,"5,834.46",22200
vioxx law suit,260,0.00,0,0,0.00,140
student loan refinance,14800,6.49,1,30.13,195.41,12100
car hire alicante spain,6600,0.00,0,0,0.00,880
tax attorney,135000,5.20,1,243.92,"1,267.90",110000
refinancing my home,1900,0.41,1,4.18,1.70,1600
criminal dallas lawyer,8100,0.00,0,0,0.00,6600
line of credit home equity,135000,0.00,0,0,0.00,110000
litigation vioxx,1600,0.00,0,0,0.00,1000
at and t phones,823000,0.56,1,4.13,2.30,673000
criminal defense attorney los angeles,8100,7.35,1,9.5,69.83,6600
commodity online trading,8100,0.00,0,0,0.00,2900
home equity rates,49500,1.73,1,22.9,39.51,40500
adsense,4090000,0.48,1,924.71,441.67,823000
law lemon mass,1900,0.00,0,0,0.00,1600
equity home,450000,2.14,1,9.4,20.10,301000
arizona law lemon,1900,0.00,0,0,0.00,1600
child molestation attorney,-,0.34,1,4.67,1.57,-
home line of credit,301000,5.33,1,11.89,63.34,201000
alicante car rental spain,6600,0.00,0,0,0.00,880
attorney defense federal,4400,0.00,0,0,0.00,3600
san diego criminal attorney,9900,9.90,1,5.03,49.78,8100
injury lawyer new york,27100,0.00,0,0,0.00,22200
attorney injury new personal york,22200,0.00,0,0,0.00,18100
at and t mobile,16600000,0.00,0,0,0.00,9140000
pleural mesothelioma,8100,0.00,0,0,0.00,2900
augmentation breast diego san,4400,0.00,0,0,0.00,3600
home equity poor credit,2900,3.46,1,3.94,13.62,2400
health insurance temporary,12100,0.00,0,0,0.00,9900
compensation mesothelioma,3600,0.00,0,0,0.00,1000
21st century insurance,110000,23.56,1,366.13,"8,626.27",110000
cheap insurance medical,14800,7.96,1,46.56,370.50,8100
angeles criminal lawyer los,22200,0.00,0,0,0.00,18100
low cost term life insurance,1900,0.00,0,0,0.00,1300
home refinance loans,33100,26.93,1,17.23,463.98,22200
eloan,27100,0.00,0,0,0.00,18100
life insurance quote,201000,17.18,1,528.65,"9,083.86",110000
cheap life assurance,33100,0.00,0,0,0.00,18100
