Keyword,Global Monthly Searches,Estimated Avg. CPC (GBP),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (GBP),Local Monthly Searches
secure online back up,2900,0.00,0,0,0.00,1000
agile management software,2900,5.05,1,13.35,67.42,1600
crm for financial,4400,0.00,0,0,0.00,2400
disaster recovery planning for it,40500,0.00,0,0,0.00,18100
tracking a vehicle,135000,0.00,0,0,0.00,49500
applications in the cloud,49500,1.12,1,4.83,5.41,18100
project management with scrum,8100,0.00,0,0,0.00,2400
servers for businesses,5400,0.00,0,0,0.00,2900
android application developers,9900,0.74,1,4.59,3.41,3600
android app developers,6600,15.27,1,36.59,558.86,2900
training for indesign,14800,1.18,1,4.63,5.47,4400
teach yourself web development,91,0.00,0,0,0.00,36
web applications developers,2900,0.00,0,0,0.00,880
android application developer,40500,0.81,1,27.37,22.24,9900
android app developer,12100,1.38,1,161.74,223.78,4400
app developer android,12100,1.08,1,7.91,8.52,4400
android developer app,12100,0.00,0,0,0.00,4400
mobile applications developers,8100,0.00,0,0,0.00,2900
design for programmers,40500,0.00,0,0,0.00,14800
cloud computing for dummies,8100,0.00,0,0,0.00,3600
android application development uk,210,0.00,0,0,0.00,-
web design and marketing solutions for business websites,91,0.00,0,0,0.00,28
developers mobile applications,8100,0.00,0,0,0.00,2900
training indesign,14800,0.00,0,0,0.00,4400
apps development,246000,2.43,1,70,169.76,90500
computing for dummies,9900,0.00,0,0,0.00,4400
bpp learning management system,140,0.00,0,0,0.00,-
mobile apps developers,1600,0.00,0,0,0.00,590
joomla designers,8100,1.17,1,7.28,8.48,2400
best pay as you go sim card,720,0.00,0,0,0.00,36
locks and locksmithing,18100,0.00,0,0,0.00,9900
development of mobile,201000,0.00,0,0,0.00,60500
android app development software,1000,0.00,0,0,0.00,480
best pay as you go sims,480,0.00,0,0,0.00,0
cheap pay as you go sim,1900,0.00,0,0,0.00,36
app development for android,49500,1.31,1,6.93,9.09,22200
best pay as you go sim,5400,0.00,0,0,0.00,91
android development app,49500,0.50,1,2.33,1.17,22200
android apps development,40500,1.51,1,28.63,43.22,14800
android development apps,40500,0.00,0,0,0.00,14800
team building companies uk,58,0.00,0,0,0.00,-
mobile design and development,6600,0.00,0,0,0.00,1900
pay as you go sim card only,210,0.00,0,0,0.00,12
training for mcse,22200,0.00,0,0,0.00,6600
ink 8560,4400,0.00,0,0,0.00,2400
sim card only pay as you go,210,0.00,0,0,0.00,12
micro stock photo sites,73,0.00,0,0,0.00,36
pay as you go sim offers,5400,0.00,0,0,0.00,28
sim card deals pay as you go,880,0.00,0,0,0.00,12
cheap mobile sim card,480,0.00,0,0,0.00,110
itil v3 foundations certification,5400,0.00,0,0,0.00,1600
make money with stock photography,720,0.00,0,0,0.00,390
uk stock photography,1300,0.00,0,0,0.00,170
options for investment,49500,0.00,0,0,0.00,18100
android developer apps,5400,0.00,0,0,0.00,1600
make money stock photography,720,0.00,0,0,0.00,390
photographers stock,3600,0.00,0,0,0.00,1900
cards games for kids,8100,0.00,0,0,0.00,2900
contracts in a nutshell,320,0.00,0,0,0.00,140
google android application development,1600,0.00,0,0,0.00,480
deal or no deal interactive,880,0.00,0,0,0.00,320
stock photographers,3600,13.30,1,20.94,278.54,1900
computing for idiots,170,0.00,0,0,0.00,28
make money stock photos,1000,0.00,0,0,0.00,480
google android apps development,480,0.00,0,0,0.00,170
mobile sim card uk,1000,0.00,0,0,0.00,170
sim card for uk,18100,0.00,0,0,0.00,2900
play no deal or deal,27100,0.00,0,0,0.00,12100
realtime tracking device,1900,0.00,0,0,0.00,1300
small company websites,2400,0.00,0,0,0.00,1600
team building activities uk,320,0.00,0,0,0.00,46
pay as you go sim uk,2900,0.00,0,0,0.00,170
the glaze book,1600,0.00,0,0,0.00,480
training in sql,74000,0.00,0,0,0.00,27100
android application development tools,2400,0.00,0,0,0.00,880
uk mobile sim card,1000,0.00,0,0,0.00,170
buy uk sim card,880,0.00,0,0,0.00,170
c5650 toner,1900,0.00,0,0,0.00,73
database driven web page,2400,0.00,0,0,0.00,1000
cost of sim card,12100,0.00,0,0,0.00,4400
database driven web,5400,0.00,0,0,0.00,1900
microsoft access 2010 training,1000,0.00,0,0,0.00,590
3g broadband router,6600,0.00,0,0,0.00,1300
sim card in uk,18100,0.00,0,0,0.00,2900
cheap ink cartridges brother,590,0.00,0,0,0.00,320
google android app development,590,0.00,0,0,0.00,260
stock photography books,590,0.00,0,0,0.00,260
google android app developer,390,0.00,0,0,0.00,170
pre pay sim,5400,0.00,0,0,0.00,1600
pre pay sim card,2400,0.00,0,0,0.00,1300
international mobile broadband pay as you go,46,0.00,0,0,0.00,0
learning sql server 2008,1900,0.00,0,0,0.00,390
cheap ink for brother printer,390,0.00,0,0,0.00,170
buy pay as you go sim card,390,0.00,0,0,0.00,58
pay as you go sim card,22200,3.35,1,16.67,55.80,2900
pay as go sim,90500,0.00,0,0,0.00,5400
solar power and home,110000,0.00,0,0,0.00,60500
developing mobile application,8100,0.00,0,0,0.00,2400
sim card pay,33100,0.00,0,0,0.00,4400
solar for your home,27100,0.00,0,0,0.00,14800
notebook laptops,11100000,1.96,1,3.97,7.80,1830000
notebooks and laptops,9140000,0.00,0,0,0.00,1830000
notebooks & laptops,9140000,0.00,0,0,0.00,1830000
notebooks and laptop,7480000,0.00,0,0,0.00,2240000
mobile phones mobile phone,7480000,0.00,0,0,0.00,2740000
laptop or notebook,7480000,0.00,0,0,0.00,1830000
laptop and notebook,7480000,0.00,0,0,0.00,1830000
is a notebook a laptop,7480000,0.00,0,0,0.00,1830000
tv or lcd,6120000,0.00,0,0,0.00,1220000
dress prom dress,4090000,0.00,0,0,0.00,2740000
digital cameras digital cameras,4090000,0.93,1,4.23,3.94,1220000
dress prom dresses,3350000,0.00,0,0,0.00,2240000
digital camera digital cameras,3350000,0.00,0,0,0.00,1220000
and the wardrobe,3350000,0.00,0,0,0.00,1000000
dual sim dual,3350000,0.00,0,0,0.00,60500
canon powershot,2240000,0.78,1,172.54,135.22,673000
canon canon powershot,2240000,0.00,0,0,0.00,673000
of the vanities,2240000,0.00,0,0,0.00,1500000
lumix by panasonic,2240000,0.00,0,0,0.00,368000
camera with camcorder,1830000,1.72,1,4.29,7.38,673000
best phones,1830000,0.50,1,11.73,5.89,823000
kinect for xbox,1500000,4.88,1,8.95,43.66,550000
canon canon camera,1830000,0.00,0,0,0.00,673000
g shock g,1830000,0.00,0,0,0.00,550000
canon pixma,1830000,0.66,1,180.33,118.49,246000
panasonic dmc,1830000,0.42,1,9.65,4.06,246000
tv 32 in,1830000,0.29,1,4.04,1.16,301000
coolpix nikon,1830000,0.00,0,0,0.00,450000
nikon coolpix,1830000,0.65,1,350.86,227.38,450000
lumix dmc,1500000,1.01,1,4.75,4.81,201000
ixus i,1500000,0.00,0,0,0.00,40500
ink for cartridges,1500000,0.00,0,0,0.00,673000
ink cartridges for,1500000,47.38,1,3.39,160.41,673000
ink cartridges,1500000,4.41,1,839.56,"3,700.08",673000
hidden object,1500000,0.73,1,395.02,288.49,450000
cartridge and ink,1500000,0.00,0,0,0.00,673000
ink for cartridge,1500000,0.00,0,0,0.00,673000
ink & cartridge,1500000,0.00,0,0,0.00,673000
dr martens,1220000,0.56,1,658.47,367.65,368000
camcorders with camera,1220000,0.00,0,0,0.00,673000
camera and camcorders,1220000,0.00,0,0,0.00,673000
ink for print,1220000,0.00,0,0,0.00,673000
and mens clothing,1220000,0.00,0,0,0.00,673000
samsung phones,1220000,0.90,1,2436.49,"2,196.27",301000
fujifilm finepix,1220000,0.21,1,26.65,5.68,165000
finepix fujifilm,1220000,0.00,0,0,0.00,165000
canon with lens,1220000,0.00,0,0,0.00,550000
canon lens lens,1220000,0.00,0,0,0.00,550000
hdmi cable hdmi,1220000,0.00,0,0,0.00,550000
a movie camera,1220000,0.00,0,0,0.00,450000
the movie camera,1220000,0.00,0,0,0.00,450000
toner and cartridges,1220000,0.00,0,0,0.00,550000
razors shavers,1220000,0.25,1,3.67,0.93,550000
the canon 5d,1220000,0.00,0,0,0.00,301000
shavers razors,1220000,0.00,0,0,0.00,550000
canon 5d,1220000,0.73,1,227.1,166.16,301000
dmc panasonic lumix,1220000,0.00,0,0,0.00,165000
the nikon d90,1000000,0.00,0,0,0.00,165000
clothing for cheap,1220000,1.96,1,135,265.03,673000
i station docking station,1000000,0.00,0,0,0.00,368000
pc notebook,1000000,2.20,1,43.09,94.91,246000
a wrinkle in,1000000,0.00,0,0,0.00,550000
ink cartridges toner cartridges,1000000,0.00,0,0,0.00,450000
canon is cameras,1220000,0.00,0,0,0.00,450000
canon cameras,1220000,5.15,1,580.12,"2,987.37",450000
photos stock,1000000,4.36,1,317.19,"1,383.78",368000
nikon camera,1000000,1.02,1,484,494.32,368000
phones and prices,1000000,0.00,0,0,0.00,60500
dvd to dvd recorder,1000000,0.00,0,0,0.00,246000
toner print cartridge,1000000,0.00,0,0,0.00,450000
hdmi to hdmi cables,1000000,0.63,1,13.62,8.62,450000
blu ray players,823000,0.64,1,22.53,14.32,450000
bluray players,823000,0.48,1,4.03,1.92,450000
lcd and hd,823000,0.00,0,0,0.00,246000
watch mens watch,823000,0.00,0,0,0.00,450000
hard disk drives external,823000,0.00,0,0,0.00,368000
cannon and camera,823000,0.00,0,0,0.00,246000
used it books,823000,0.00,0,0,0.00,550000
tv samsung led,823000,8.28,1,5.77,47.77,135000
led tv by samsung,823000,0.00,0,0,0.00,135000
printer ink for,823000,0.00,0,0,0.00,368000
printer with ink,823000,0.00,0,0,0.00,368000
printer and ink,823000,0.00,0,0,0.00,368000
dresses for kids,823000,0.66,1,25.12,16.53,450000
notebook samsung,823000,0.00,0,0,0.00,60500
powershot sx,823000,0.00,0,0,0.00,135000
wedding shoes shoes,823000,0.78,1,3.97,3.08,368000
the best laptops,823000,1.35,1,27.38,36.88,450000
shoes wedding,823000,0.00,0,0,0.00,368000
dresses maxi,823000,2.42,1,20.35,49.22,246000
laptop battery for,823000,0.00,0,0,0.00,368000
detector metal metal detector,823000,0.00,0,0,0.00,368000
phone pay as,823000,0.37,1,4.19,1.53,450000
watches for mens,823000,0.86,1,19.61,16.92,450000
kinect on xbox 360,673000,0.00,0,0,0.00,201000
kinect for xbox 360,673000,0.64,1,24.85,15.93,201000
security and camera,823000,0.00,0,0,0.00,450000
camera for security,823000,0.00,0,0,0.00,450000
lcd monitors,673000,0.82,1,63.08,51.69,246000
duvet and duvet covers,823000,0.00,0,0,0.00,368000
jon bon jovi dead,880,0.00,0,0,0.00,260
kardashian christmas card,22200,0.25,1,1.62,0.40,18100
49ers,1500000,0.52,1,288.49,150.45,1000000
steelers,2740000,0.72,1,44.43,32.17,2240000
dark knight rises trailer,165000,0.00,0,0,0.00,90500
san francisco 49ers,201000,0.78,1,79.54,62.15,165000
ben roethlisberger,246000,0.50,1,2.61,1.31,201000
pittsburgh steelers,673000,0.50,1,11.34,5.69,550000
snooki,1500000,0.00,0,0,0.00,1000000
clippers,2240000,0.50,1,112.36,56.42,1000000
49ers news,27100,0.00,0,0,0.00,27100
lakers,2240000,0.54,1,180.38,97.35,1500000
james harrison,110000,0.00,0,0,0.00,90500
martial law,135000,0.52,1,37.92,19.54,60500
antonio brown,33100,0.00,0,0,0.00,27100
gpa calculator,550000,0.50,1,28.17,14.15,450000
johnny knox,27100,0.00,0,0,0.00,18100
yu darvish,18100,0.00,0,0,0.00,12100
kobe bryant,1220000,0.50,1,4.44,2.23,673000
lil kim,823000,0.00,0,0,0.00,450000
justin bieber,45500000,3.49,1,43.31,151.35,11100000
shakira,16600000,0.50,1,26.03,13.08,1000000
eminem,16600000,0.28,1,30.52,8.39,4090000
netflix,24900000,0.20,1,46625.78,"9,475.96",24900000
youtube videos,30400000,0.34,1,764.72,259.87,3350000
lady gaga,24900000,0.00,0,0,0.00,6120000
kesha,5000000,0.50,1,2.84,1.43,1500000
nicki minaj,11100000,0.50,1,60.17,30.21,6120000
grooveshark,7480000,0.00,0,0,0.00,2740000
transformers 3,7480000,0.50,1,4.55,2.29,1220000
mundial 2010,-,0.00,0,0,0.00,-
olympics,6120000,0.50,1,56.88,28.56,2240000
espn3,1500000,0.00,0,0,0.00,1500000
fifa 11,7480000,0.00,0,0,0.00,368000
randy moss,201000,0.00,0,0,0.00,165000
miami heat,1220000,0.50,1,36.47,18.31,823000
mourinho,1220000,0.00,0,0,0.00,49500
wayne rooney,673000,0.00,0,0,0.00,110000
cricket live score,3350000,0.00,0,0,0.00,60500
david villa,550000,0.00,0,0,0.00,40500
ipad,68000000,0.93,1,7513.45,"6,983.82",20400000
iphone 4,37200000,1.44,1,4173.65,"6,010.12",7480000
nokia 5530,2240000,0.00,0,0,0.00,14800
htc evo 4g,450000,1.55,1,183.62,283.97,301000
nokia n900,673000,0.00,0,0,0.00,33100
blackberry apps,1500000,0.95,1,5.64,5.37,301000
duracell mygrid,60500,0.65,1,22.79,14.85,22200
