Keyword,Global Monthly Searches,Estimated Avg. CPC (£),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (£),Local Monthly Searches
secure online back up,-,0.00,0,0,0.00,-
agile management software,3600,1.19,1.05,8.14,9.70,1600
crm for financial,3600,0.00,0,0,0.00,1900
disaster recovery planning for it,40500,0.00,0,0,0.00,14800
tracking a vehicle,135000,2.13,1.05,4.26,9.06,33100
applications in the cloud,49500,0.00,0,0,0.00,18100
project management with scrum,8100,0.00,0,0,0.00,2400
servers for businesses,4400,0.00,0,0,0.00,2400
android application developers,9900,0.00,0,0,0.00,3600
android app developers,8100,1.06,1.05,35.2,37.35,2900
training for indesign,14800,0.00,0,0,0.00,3600
teach yourself web development,91,0.00,0,0,0.00,46
web applications developers,2400,0.00,0,0,0.00,590
android application developer,49500,1.30,1.05,55.87,72.45,9900
android app developer,12100,1.65,1.05,88.63,146.25,4400
app developer android,12100,0.00,0,0,0.00,4400
android developer app,12100,0.00,0,0,0.00,4400
mobile applications developers,8100,0.58,1.05,8.16,4.70,2900
design for programmers,33100,0.00,0,0,0.00,12100
cloud computing for dummies,8100,0.00,0,0,0.00,2400
android application development uk,210,0.00,0,0,0.00,0
web design and marketing solutions for business websites,73,0.00,0,0,0.00,22
developers mobile applications,8100,0.00,0,0,0.00,2900
training indesign,14800,0.00,0,0,0.00,3600
apps development,246000,1.07,1.05,21.64,23.13,90500
computing for dummies,8100,0.00,0,0,0.00,2900
bpp learning management system,110,0.00,0,0,0.00,-
mobile apps developers,1900,2.11,1.05,15.73,33.28,720
joomla designers,6600,1.08,1.05,11.81,12.76,1600
best pay as you go sim card,720,0.00,0,0,0.00,36
locks and locksmithing,14800,0.00,0,0,0.00,8100
development of mobile,246000,0.00,0,0,0.00,74000
android app development software,1600,0.00,0,0,0.00,590
best pay as you go sims,390,0.00,0,0,0.00,0
cheap pay as you go sim,1600,0.00,0,0,0.00,36
app development for android,60500,0.00,0,0,0.00,22200
best pay as you go sim,5400,0.00,0,0,0.00,91
android development app,60500,0.00,0,0,0.00,22200
android apps development,49500,3.99,1.05,43.43,173.36,18100
android development apps,49500,0.00,0,0,0.00,18100
team building companies uk,58,0.00,0,0,0.00,-
mobile design and development,8100,0.00,0,0,0.00,1900
pay as you go sim card only,170,0.00,0,0,0.00,16
training for mcse,14800,0.00,0,0,0.00,3600
ink 8560,3600,0.00,0,0,0.00,1900
sim card only pay as you go,170,0.00,0,0,0.00,16
micro stock photo sites,58,0.00,0,0,0.00,28
pay as you go sim offers,5400,0.00,0,0,0.00,22
sim card deals pay as you go,720,0.00,0,0,0.00,0
cheap mobile sim card,320,0.00,0,0,0.00,73
itil v3 foundations certification,4400,0.00,0,0,0.00,1600
make money with stock photography,720,0.00,0,0,0.00,390
uk stock photography,1000,0.00,0,0,0.00,73
options for investment,49500,0.00,0,0,0.00,18100
android developer apps,6600,0.00,0,0,0.00,1600
make money stock photography,720,0.00,0,0,0.00,390
photographers stock,2900,0.00,0,0,0.00,1300
cards games for kids,8100,0.00,0,0,0.00,2900
contracts in a nutshell,260,0.00,0,0,0.00,140
google android application development,1600,0.00,0,0,0.00,390
deal or no deal interactive,590,0.00,0,0,0.00,210
stock photographers,2900,0.00,0,0,0.00,1300
computing for idiots,140,0.00,0,0,0.00,28
make money stock photos,880,0.00,0,0,0.00,480
google android apps development,390,0.00,0,0,0.00,110
mobile sim card uk,1000,0.00,0,0,0.00,140
sim card for uk,18100,0.76,1.05,8.33,6.36,2400
play no deal or deal,27100,0.00,0,0,0.00,9900
realtime tracking device,1600,2.53,1.05,5.08,12.84,880
small company websites,1900,0.00,0,0,0.00,1300
team building activities uk,210,0.00,0,0,0.00,16
pay as you go sim uk,2400,0.00,0,0,0.00,210
the glaze book,1000,0.00,0,0,0.00,320
training in sql,60500,0.00,0,0,0.00,22200
android application development tools,2900,0.00,0,0,0.00,880
uk mobile sim card,1000,0.00,0,0,0.00,140
buy uk sim card,880,0.00,0,0,0.00,140
c5650 toner,1600,0.00,0,0,0.00,73
database driven web page,2400,0.00,0,0,0.00,880
cost of sim card,12100,0.00,0,0,0.00,4400
database driven web,5400,0.00,0,0,0.00,1600
microsoft access 2010 training,1300,0.00,0,0,0.00,720
3g broadband router,6600,0.00,0,0,0.00,1000
sim card in uk,18100,0.00,0,0,0.00,2400
cheap ink cartridges brother,480,0.00,0,0,0.00,210
google android app development,590,2.50,1.05,11.12,27.81,260
stock photography books,390,0.00,0,0,0.00,210
google android app developer,390,0.00,0,0,0.00,170
pre pay sim,4400,0.00,0,0,0.00,1600
pre pay sim card,1900,0.00,0,0,0.00,1000
international mobile broadband pay as you go,28,0.00,0,0,0.00,-
learning sql server 2008,1900,0.00,0,0,0.00,390
cheap ink for brother printer,320,0.00,0,0,0.00,140
buy pay as you go sim card,320,0.00,0,0,0.00,58
pay as you go sim card,22200,0.20,1.05,7.26,1.47,2900
pay as go sim,74000,0.00,0,0,0.00,4400
solar power and home,90500,0.00,0,0,0.00,49500
developing mobile application,8100,0.79,1.05,6.24,4.90,1900
sim card pay,27100,0.00,0,0,0.00,4400
solar for your home,22200,0.00,0,0,0.00,12100
notebook laptops,9140000,0.94,1.05,3.81,3.57,1500000
notebooks and laptops,9140000,0.00,0,0,0.00,1500000
notebooks & laptops,9140000,0.00,0,0,0.00,1500000
notebooks and laptop,7480000,0.00,0,0,0.00,1830000
mobile phones mobile phone,-,0.00,0,0,0.00,-
laptop or notebook,7480000,0.00,0,0,0.00,1500000
laptop and notebook,7480000,0.00,0,0,0.00,1500000
is a notebook a laptop,7480000,0.00,0,0,0.00,1500000
tv or lcd,5000000,0.00,0,0,0.00,823000
dress prom dress,3350000,0.00,0,0,0.00,2240000
digital cameras digital cameras,3350000,0.00,0,0,0.00,1000000
dress prom dresses,3350000,0.00,0,0,0.00,1830000
digital camera digital cameras,2740000,0.00,0,0,0.00,823000
and the wardrobe,3350000,0.00,0,0,0.00,1000000
dual sim dual,3350000,0.00,0,0,0.00,49500
canon powershot,2240000,0.66,1.05,379.53,249.30,550000
canon canon powershot,2240000,0.00,0,0,0.00,550000
of the vanities,2240000,0.00,0,0,0.00,1220000
lumix by panasonic,1830000,0.00,0,0,0.00,301000
camera with camcorder,1220000,1.67,1.05,6.96,11.64,550000
best phones,1830000,2.50,1.05,12.52,31.33,673000
kinect for xbox,1220000,0.00,0,0,0.00,368000
canon canon camera,1830000,0.00,0,0,0.00,550000
g shock g,1830000,0.00,0,0,0.00,550000
canon pixma,1830000,0.69,1.05,191.59,132.08,246000
panasonic dmc,1500000,1.12,1.05,77.13,86.15,201000
tv 32 in,1500000,0.00,0,0,0.00,301000
coolpix nikon,1830000,0.50,1.05,9.39,4.70,450000
nikon coolpix,1830000,0.58,1.05,714.12,412.57,450000
lumix dmc,1220000,0.00,0,0,0.00,165000
ixus i,1220000,0.00,0,0,0.00,27100
ink for cartridges,1220000,0.00,0,0,0.00,550000
ink cartridges for,1220000,0.00,0,0,0.00,550000
ink cartridges,1220000,2.69,1.05,582.24,"1,565.29",550000
hidden object,1500000,0.57,1.05,84.33,48.02,450000
cartridge and ink,1220000,0.00,0,0,0.00,550000
ink for cartridge,1220000,0.00,0,0,0.00,550000
ink & cartridge,1220000,0.00,0,0,0.00,550000
dr martens,1500000,0.57,1.05,398.33,226.53,368000
camcorders with camera,1000000,0.00,0,0,0.00,450000
camera and camcorders,1000000,0.00,0,0,0.00,450000
ink for print,1000000,0.00,0,0,0.00,550000
and mens clothing,1220000,0.00,0,0,0.00,550000
samsung phones,1220000,1.13,1.05,632.75,715.40,246000
fujifilm finepix,1220000,0.50,1.05,53.45,26.74,165000
finepix fujifilm,1220000,0.00,0,0,0.00,165000
canon with lens,1220000,0.00,0,0,0.00,450000
canon lens lens,1220000,0.00,0,0,0.00,450000
hdmi cable hdmi,1220000,0.00,0,0,0.00,450000
a movie camera,1000000,0.00,0,0,0.00,368000
the movie camera,1000000,0.00,0,0,0.00,368000
toner and cartridges,1000000,0.00,0,0,0.00,450000
razors shavers,1000000,0.00,0,0,0.00,550000
the canon 5d,1220000,0.00,0,0,0.00,301000
shavers razors,1000000,0.00,0,0,0.00,550000
canon 5d,1220000,0.63,1.05,210.37,133.25,301000
dmc panasonic lumix,1000000,0.00,0,0,0.00,135000
the nikon d90,823000,0.00,0,0,0.00,135000
clothing for cheap,1000000,2.97,1.05,6.59,19.56,550000
i station docking station,1000000,0.00,0,0,0.00,368000
pc notebook,1000000,1.30,1.05,52.46,68.17,201000
a wrinkle in,1000000,0.00,0,0,0.00,550000
ink cartridges toner cartridges,823000,0.00,0,0,0.00,368000
canon is cameras,1000000,13.60,1.05,21.63,294.15,368000
canon cameras,1000000,2.00,1.05,1557.62,"3,109.64",368000
photos stock,823000,2.18,1.05,127.21,277.49,368000
nikon camera,1000000,0.75,1.05,646.4,483.40,301000
phones and prices,1000000,0.00,0,0,0.00,49500
dvd to dvd recorder,823000,0.24,1.05,3.55,0.85,201000
