Keyword,Global Monthly Searches,Estimated Avg. CPC (GBP),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (GBP),Local Monthly Searches
microsoft access 2010 training,1000,1.45,1,8.8,12.73,590
3g broadband router,6600,0.00,0,0,0.00,1300
sim card in uk,18100,0.00,0,0,0.00,2900
cheap ink cartridges brother,590,0.00,0,0,0.00,320
google android app development,590,0.00,0,0,0.00,260
stock photography books,590,0.00,0,0,0.00,260
google android app developer,390,0.00,0,0,0.00,170
pre pay sim,5400,0.00,0,0,0.00,1600
pre pay sim card,2400,0.00,0,0,0.00,1300
international mobile broadband pay as you go,46,0.00,0,0,0.00,0
learning sql server 2008,1900,0.00,0,0,0.00,390
cheap ink for brother printer,390,0.00,0,0,0.00,170
buy pay as you go sim card,390,0.00,0,0,0.00,58
pay as you go sim card,22200,0.00,0,0,0.00,2900
pay as go sim,90500,0.00,0,0,0.00,5400
solar power and home,110000,0.00,0,0,0.00,60500
developing mobile application,8100,2.50,1,8.56,21.44,2400
sim card pay,33100,0.00,0,0,0.00,4400
solar for your home,27100,0.00,0,0,0.00,14800
notebook laptops,11100000,0.00,0,0,0.00,1830000
notebooks and laptops,9140000,0.00,0,0,0.00,1830000
notebooks & laptops,9140000,0.00,0,0,0.00,1830000
notebooks and laptop,7480000,0.00,0,0,0.00,2240000
mobile phones mobile phone,7480000,0.00,0,0,0.00,2740000
laptop or notebook,7480000,0.00,0,0,0.00,1830000
laptop and notebook,7480000,0.00,0,0,0.00,1830000
is a notebook a laptop,7480000,0.00,0,0,0.00,1830000
tv or lcd,6120000,0.00,0,0,0.00,1220000
dress prom dress,4090000,0.00,0,0,0.00,2740000
digital cameras digital cameras,4090000,0.00,0,0,0.00,1220000
dress prom dresses,3350000,0.00,0,0,0.00,2240000
digital camera digital cameras,3350000,0.00,0,0,0.00,1220000
and the wardrobe,3350000,0.00,0,0,0.00,1000000
dual sim dual,3350000,0.00,0,0,0.00,60500
canon powershot,2240000,0.37,1,218.96,81.29,673000
canon canon powershot,2240000,0.00,0,0,0.00,673000
of the vanities,2240000,0.00,0,0,0.00,1500000
lumix by panasonic,2240000,0.00,0,0,0.00,368000
camera with camcorder,1830000,0.00,0,0,0.00,673000
best phones,1830000,0.73,1,18.92,13.90,823000
kinect for xbox,1500000,0.19,1,1.91,0.36,550000
canon canon camera,1830000,0.00,0,0,0.00,673000
g shock g,1830000,0.00,0,0,0.00,550000
canon pixma,1830000,1.25,1,237.48,297.98,246000
panasonic dmc,1830000,0.48,1,26.68,12.87,246000
tv 32 in,1830000,0.26,1,11.99,3.11,301000
coolpix nikon,1830000,0.00,0,0,0.00,450000
nikon coolpix,1830000,0.59,1,376.23,221.44,450000
lumix dmc,1500000,0.88,1,4.11,3.63,201000
ixus i,1500000,0.00,0,0,0.00,40500
ink for cartridges,1500000,0.00,0,0,0.00,673000
ink cartridges for,1500000,0.00,0,0,0.00,673000
ink cartridges,1500000,3.38,1,792.37,"2,675.66",673000
hidden object,1500000,0.64,1,383.24,244.20,450000
cartridge and ink,1500000,0.00,0,0,0.00,673000
ink for cartridge,1500000,0.00,0,0,0.00,673000
ink & cartridge,1500000,0.00,0,0,0.00,673000
dr martens,1220000,0.46,1,727.68,334.60,368000
camcorders with camera,1220000,0.00,0,0,0.00,673000
camera and camcorders,1220000,0.00,0,0,0.00,673000
ink for print,1220000,0.00,0,0,0.00,673000
and mens clothing,1220000,0.00,0,0,0.00,673000
samsung phones,1220000,0.80,1,2635.73,"2,115.19",301000
fujifilm finepix,1220000,0.41,1,33.01,13.65,165000
finepix fujifilm,1220000,0.00,0,0,0.00,165000
canon with lens,1220000,0.00,0,0,0.00,550000
canon lens lens,1220000,0.00,0,0,0.00,550000
hdmi cable hdmi,1220000,0.00,0,0,0.00,550000
a movie camera,1220000,0.00,0,0,0.00,450000
the movie camera,1220000,0.00,0,0,0.00,450000
toner and cartridges,1220000,0.00,0,0,0.00,550000
razors shavers,1220000,0.00,0,0,0.00,550000
the canon 5d,1220000,0.00,0,0,0.00,301000
shavers razors,1220000,0.00,0,0,0.00,550000
canon 5d,1220000,0.43,1,163.58,70.50,301000
dmc panasonic lumix,1220000,0.00,0,0,0.00,165000
the nikon d90,1000000,0.00,0,0,0.00,165000
clothing for cheap,1220000,1.33,1,46.38,61.72,673000
i station docking station,1000000,0.00,0,0,0.00,368000
pc notebook,1000000,3.04,1,46.45,141.33,246000
a wrinkle in,1000000,0.00,0,0,0.00,550000
ink cartridges toner cartridges,1000000,0.00,0,0,0.00,450000
canon is cameras,1220000,0.00,0,0,0.00,450000
canon cameras,1220000,6.44,1,452.81,"2,915.23",450000
photos stock,1000000,3.40,1,57.42,195.01,368000
nikon camera,1000000,1.24,1,528.44,656.58,368000
phones and prices,1000000,0.00,0,0,0.00,60500
dvd to dvd recorder,1000000,1.32,1,6.31,8.30,246000
toner print cartridge,1000000,0.00,0,0,0.00,450000
hdmi to hdmi cables,1000000,0.00,0,0,0.00,450000
blu ray players,823000,0.46,1,54.51,25.07,450000
bluray players,823000,0.45,1,11.96,5.37,450000
lcd and hd,823000,0.00,0,0,0.00,246000
watch mens watch,823000,0.00,0,0,0.00,450000
hard disk drives external,823000,0.00,0,0,0.00,368000
cannon and camera,823000,0.00,0,0,0.00,246000
used it books,823000,0.00,0,0,0.00,550000
tv samsung led,823000,0.30,1,1.93,0.58,135000
led tv by samsung,823000,0.00,0,0,0.00,135000
printer ink for,823000,0.00,0,0,0.00,368000
printer with ink,823000,0.00,0,0,0.00,368000
printer and ink,823000,0.00,0,0,0.00,368000
dresses for kids,823000,0.71,1,19.72,14.03,450000
notebook samsung,823000,0.00,0,0,0.00,60500
powershot sx,823000,0.42,1,4.11,1.72,135000
wedding shoes shoes,823000,0.00,0,0,0.00,368000
the best laptops,823000,0.96,1,10.96,10.47,450000
shoes wedding,823000,0.00,0,0,0.00,368000
dresses maxi,823000,0.86,1,7.75,6.68,246000
laptop battery for,823000,0.00,0,0,0.00,368000
detector metal metal detector,823000,0.00,0,0,0.00,368000
phone pay as,823000,0.00,0,0,0.00,450000
watches for mens,823000,0.69,1,15.34,10.56,450000
kinect on xbox 360,673000,0.00,0,0,0.00,201000
kinect for xbox 360,673000,1.52,1,15.7,23.90,201000
security and camera,823000,0.00,0,0,0.00,450000
camera for security,823000,0.00,0,0,0.00,450000
lcd monitors,673000,1.25,1,89.83,112.35,246000
duvet and duvet covers,823000,0.00,0,0,0.00,368000
jon bon jovi dead,880,0.00,0,0,0.00,260
kardashian christmas card,22200,0.00,0,0,0.00,18100
49ers,1500000,0.53,1,380.75,200.34,1000000
steelers,2740000,0.50,1,4.72,2.37,2240000
dark knight rises trailer,165000,0.00,0,0,0.00,90500
san francisco 49ers,201000,0.51,1,244.05,124.70,165000
ben roethlisberger,246000,0.00,0,0,0.00,201000
pittsburgh steelers,673000,0.00,0,0,0.00,550000
snooki,1500000,0.53,1,27.11,14.25,1000000
clippers,2240000,0.50,1,15.2,7.63,1000000
49ers news,27100,0.00,0,0,0.00,27100
lakers,2240000,0.78,1,5.55,4.32,1500000
james harrison,110000,0.00,0,0,0.00,90500
martial law,135000,0.55,1,18.29,10.05,60500
antonio brown,33100,0.00,0,0,0.00,27100
gpa calculator,550000,0.50,1,22.65,11.37,450000
johnny knox,27100,0.00,0,0,0.00,18100
yu darvish,18100,0.00,0,0,0.00,12100
kobe bryant,1220000,0.50,1,7.62,3.82,673000
lil kim,823000,0.00,0,0,0.00,450000
justin bieber,45500000,0.50,1,28.59,14.35,11100000
shakira,16600000,0.50,1,7.04,3.54,1000000
eminem,16600000,0.31,1,18.26,5.69,4090000
netflix,24900000,0.21,1,50030.56,"10,321.62",24900000
youtube videos,30400000,0.34,1,278.3,93.84,3350000
lady gaga,24900000,0.00,0,0,0.00,6120000
kesha,5000000,0.50,1,2.36,1.19,1500000
nicki minaj,11100000,0.54,1,44.25,24.02,6120000
grooveshark,7480000,0.50,1,4.65,2.33,2740000
transformers 3,7480000,0.00,0,0,0.00,1220000
mundial 2010,-,0.00,0,0,0.00,-
olympics,6120000,0.52,1,54.67,28.47,2240000
espn3,1500000,0.00,0,0,0.00,1500000
fifa 11,7480000,0.00,0,0,0.00,368000
randy moss,201000,0.00,0,0,0.00,165000
miami heat,1220000,0.50,1,9.12,4.58,823000
mourinho,1220000,0.00,0,0,0.00,49500
wayne rooney,673000,0.00,0,0,0.00,110000
cricket live score,3350000,0.50,1,9.08,4.56,60500
david villa,550000,0.00,0,0,0.00,40500
ipad,68000000,0.82,1,7390.87,"6,045.24",20400000
iphone 4,37200000,1.42,1,2815.32,"3,985.24",7480000
nokia 5530,2240000,0.00,0,0,0.00,14800
htc evo 4g,450000,2.44,1,379.55,927.66,301000
nokia n900,673000,0.00,0,0,0.00,33100
blackberry apps,1500000,0.00,0,0,0.00,301000
duracell mygrid,60500,0.00,0,0,0.00,22200
트위터,-,0.00,0,0,0.00,-
otterbox,1220000,12.55,1,3022.6,"37,942.47",823000
pdanet,450000,0.50,1,84.75,42.54,246000
masterchef,2740000,0.00,0,0,0.00,246000
食べログ,-,0.00,0,0,0.00,-
cupcakes,9140000,0.38,1,568.3,215.13,5000000
jimmy johns,1500000,0.23,1,2143.55,498.74,1500000
как жрать суши,-,0.00,0,0,0.00,-
dominos pizza menu,165000,3.14,1,38.31,120.10,40500
tudo gostoso receitas,-,0.00,0,0,0.00,-
guacamole recipe,165000,0.50,1,115.26,57.97,135000
applebees menu,201000,0.32,1,89.64,28.27,201000
rachel ray,1220000,0.50,1,13.79,6.92,1220000
anhembi parque,-,0.00,0,0,0.00,-
wm gucken,-,0.00,0,0,0.00,-
world cup,16600000,0.00,0,0,0.00,2740000
bundeskanzleramt,-,0.00,0,0,0.00,-
rio branco,-,0.00,0,0,0.00,-
mt everest,550000,0.00,0,0,0.00,201000
kew gardens,201000,0.00,0,0,0.00,60500
tour eiffel,823000,0.00,0,0,0.00,27100
oxford street,673000,0.00,0,0,0.00,40500
nürburgring,-,0.00,0,0,0.00,-
katy perry,13600000,0.00,0,0,0.00,3350000
selena gomez,20400000,0.50,1,4.46,2.24,4090000
kim kardashian,13600000,0.51,1,427.23,216.54,6120000
miley cyrus,11100000,0.00,0,0,0.00,3350000
taylor lautner,2240000,0.50,1,2.38,1.20,673000
megan fox,6120000,0.00,0,0,0.00,1500000
robert pattinson,5000000,0.00,0,0,0.00,1000000
haiti,5000000,0.62,1,644.36,399.46,1830000
besiktas,3350000,0.00,0,0,0.00,27100
chile,45500000,0.51,1,20.2,10.33,5000000
earthquake,13600000,0.68,1,51.69,35.17,6120000
jörg kachelmann,-,0.00,0,0,0.00,-
menowin fröhlich,-,0.00,0,0,0.00,-
mobile technology,201000,0.65,1,41.68,27.13,49500
oil spill,823000,0.58,1,45.27,26.47,450000
vancouver 2010,165000,0.00,0,0,0.00,22200
apprendimento automatico,-,0.00,0,0,0.00,-
ресторан нью-йорк,-,0.00,0,0,0.00,-
машинное обучение,-,0.00,0,0,0.00,-
beijing apartments,18100,0.00,0,0,0.00,3600
comercio electrónico,-,0.00,0,0,0.00,-
st. petersburg restaurants,27100,0.00,0,0,0.00,22200
منتزه يلوستون الوطني,-,0.00,0,0,0.00,-
energia solare,-,0.00,0,0,0.00,-
dubai tours,60500,0.53,1,4.3,2.27,4400
hcg diet,1000000,0.51,1,628.9,318.96,823000
dr oz,2240000,1.39,1,71.62,99.85,1500000
aspergers,1830000,0.76,1,301.39,228.71,673000
mcdonalds nutrition,368000,0.25,1,269.89,66.41,301000
vitamin d deficiency,301000,1.34,1,214.81,288.84,201000
appendicitis symptoms,165000,0.50,1,2.43,1.22,90500
cholera,823000,0.50,1,35.12,17.63,201000
nfp,673000,0.00,0,0,0.00,49500
vacina h1n1,9900,0.00,0,0,0.00,28
whooping cough,301000,0.63,1,379.84,239.23,201000
donate to haiti,6600,1.23,1,14.96,18.33,3600
donate to pakistan,1600,0.00,0,0,0.00,590
text to donate,9900,2.27,1,11.68,26.52,4400
doctors without borders,201000,0.17,1,87.02,14.95,90500
download to donate,14800,0.00,0,0,0.00,1600
red cross canada,33100,0.00,0,0,0.00,1300
blood donation restrictions,4400,0.00,0,0,0.00,3600
donate blood australia,880,0.00,0,0,0.00,22
donate now button,1000,0.00,0,0,0.00,720
csl plasma,49500,0.24,1,4.75,1.12,40500
swine flu,450000,0.68,1,52.91,36.18,90500
wamu,301000,0.00,0,0,0.00,165000
new moon,1220000,0.50,1,2.52,1.26,450000
mininova,823000,0.00,0,0,0.00,90500
susan boyle,673000,0.00,0,0,0.00,201000
slumdog millionaire,450000,0.00,0,0,0.00,90500
circuit city,450000,0.21,1,297.8,61.41,301000
myspace layouts,246000,0.00,0,0,0.00,165000
michael jackson,16600000,0.00,0,0,0.00,3350000
national city bank,165000,0.50,1,4.64,2.33,135000
chatroulette,20400000,0.25,1,66.38,16.61,2740000
friv,55600000,0.00,0,0,0.00,1000000
myxer,673000,0.91,1,13.65,12.44,673000
twitter,151000000,2.50,1,208.93,522.97,24900000
gamezer,16600000,0.00,0,0,0.00,135000
facebook,3760000000,5.00,1,61.13,305.87,338000000
insurance,68000000,7.62,1,13197.8,"100,541.91",30400000
loans,20400000,12.19,1.01,7034.8,"85,728.14",11100000
mortgage,16600000,2.96,1,4205.47,"12,462.95",11100000
attorney,16600000,1.33,1,2508.21,"3,335.69",13600000
credit,101000000,4.76,1,1113.87,"5,303.93",37200000
lawyer,13600000,2.00,1,1808.63,"3,609.94",9140000
donate,2740000,1.49,1,594.48,883.09,1220000
degree,16600000,2.78,1,1010.69,"2,809.98",9140000
hosting,11100000,13.44,1.01,1439.97,"19,355.41",2740000
claim,7480000,0.00,0,0,0.00,3350000
conference call,450000,15.90,1,383.84,"6,102.56",246000
trading,20400000,1.60,1,475.5,761.72,6120000
software,151000000,2.52,1,65.76,166.04,30400000
recovery,20400000,2.71,1,153.92,416.85,7480000
transfer,45500000,0.00,0,0,0.00,13600000
gas electricity,450000,0.92,1,4.8,4.42,165000
classes,68000000,0.90,1,38,34.10,24900000
rehab,6120000,1.90,1,1585.98,"3,011.31",3350000
treatment,37200000,0.50,1,10.03,5.03,16600000
cord blood,135000,23.68,1,162.16,"3,840.39",74000
domains yahoo,33100,0.00,0,0,0.00,18100
domain name yahoo,6600,0.00,0,0,0.00,4400
dc hair laser removal washington,1000,0.00,0,0,0.00,720
law lemon wisconsin,1600,0.00,0,0,0.00,1600
hair removal washington dc,1600,0.00,0,0,0.00,1000
domain registration yahoo,4400,0.00,0,0,0.00,2400
benchmark lending,4400,0.00,0,0,0.00,1000
domain yahoo,60500,0.39,1,4.66,1.80,27100
yahoo web hosting,33100,62.05,1,34.96,"2,168.99",22200
hair laser removal virginia,4400,0.00,0,0,0.00,3600
peritoneal mesothelioma,6600,30.87,1,9.52,293.90,3600
ca lemon law,8100,0.00,0,0,0.00,6600
best buy gift card,40500,0.00,0,0,0.00,40500
adverse credit remortgage,1300,0.00,0,0,0.00,590
mesothelioma information,2900,0.00,0,0,0.00,1600
law lemon ohio,2900,7.71,1,5.28,40.70,2900
att call conference,6600,0.00,0,0,0.00,5400
insurance medical temporary,1900,0.00,0,0,0.00,1600
illinois law lemon,2400,0.00,0,0,0.00,1900
mesothelioma symptoms,9900,16.39,1,12.74,208.80,6600
angeles drug los rehab,2400,0.00,0,0,0.00,2400
personal injury solicitor,110000,0.00,0,0,0.00,60500
att go,301000,0.00,0,0,0.00,301000
accident car florida lawyer,3600,0.00,0,0,0.00,2400
google affiliate,49500,0.21,1,9.6,1.98,27100
at t wireless,823000,0.20,1,20.22,4.00,368000
home equity loan,201000,3.70,1,138.65,512.90,165000
mcsa boot camp,480,0.00,0,0,0.00,320
anti spam appliance,1900,0.00,0,0,0.00,720
adverse remortgage,1900,0.00,0,0,0.00,880
chicago hair laser removal,3600,0.00,0,0,0.00,2900
att conference,22200,13.05,1,4.06,53.01,18100
at and t,277000000,0.64,1,1027.68,660.48,83100000
laser hair removal maryland,1900,0.00,0,0,0.00,1900
mesothelioma,246000,12.40,1,861.62,"10,680.01",135000
buy gift card,201000,1.72,1,17.67,30.42,135000
mesotheloma,590,0.00,0,0,0.00,390
student loan consolidation program,1000,0.00,0,0,0.00,720
california law lemon,12100,0.00,0,0,0.00,9900
event management security,8100,6.90,1,8.97,61.85,4400
canada personals yahoo,590,0.00,0,0,0.00,320
orlando criminal attorney,3600,0.00,0,0,0.00,3600
uk homeowner loans,880,0.00,0,0,0.00,320
vioxx lawsuit,2400,0.00,0,0,0.00,1600
compare life assurance,22200,0.00,0,0,0.00,9900
criminal defense federal lawyer,2400,0.00,0,0,0.00,1900
american singles,49500,3.61,1,10.82,39.02,27100
federal criminal defense attorney,2900,15.42,1,4.31,66.43,1900
laser hair removal manhattan,1300,12.90,1,13.08,168.72,880
att prepaid wireless,6600,0.00,0,0,0.00,6600
fortis health insurance temporary,210,0.00,0,0,0.00,140
miami personal injury lawyer,6600,37.64,1,5.03,189.32,5400
hair removal chicago,4400,4.28,1,9.44,40.40,3600
at and t cell phones,110000,0.00,0,0,0.00,74000
refinance with bad credit,33100,2.47,1,12.09,29.82,27100
malignant mesothelioma,8100,32.41,1,14.19,459.98,3600
lease management software,1900,14.98,1,9.44,141.41,880
primary pulmonary hypertension,6600,0.56,1,18.35,10.24,3600
miami personal injury attorney,6600,62.24,1,11.12,692.14,5400
anti spam lotus notes,480,0.00,0,0,0.00,260
life insurance quotes,201000,14.01,1.02,484.88,"6,792.01",110000
egg credit,14800,0.00,0,0,0.00,1300
anti spam exchange server,1000,0.00,0,0,0.00,390
lemon law,165000,10.21,1,178.89,"1,825.91",135000
google adsense,1220000,0.50,1,406.82,204.18,301000
best consolidation loan student,1900,0.00,0,0,0.00,1600
refinance with poor credit,5400,0.00,0,0,0.00,4400
employee leasing,14800,3.07,1,33.1,101.75,12100
student loan consolidation center,390,0.00,0,0,0.00,140
buyer mortgage note,1900,0.00,0,0,0.00,1600
federal student loan consolidation,9900,1.02,1,12.32,12.51,9900
symptoms of mesothelioma,9900,12.18,1,23.09,281.28,6600
city hair laser new removal york,1600,0.00,0,0,0.00,1000
att wireless com,4400,0.44,1,21.01,9.19,4400
san diego dui lawyer,6600,0.00,0,0,0.00,5400
indiana law lemon,1600,8.26,1,4.91,40.52,1300
law lemon michigan,2400,0.00,0,0,0.00,2400
angeles criminal defense los,9900,0.00,0,0,0.00,8100
refinancing with poor credit,4400,3.68,1,10.21,37.54,3600
action class lawsuit vioxx,590,0.00,0,0,0.00,320
term life assurance,201000,9.82,1,3.63,35.68,165000
e loan,90500,0.68,1,4.45,3.03,22200
celebrex lawyer,1300,0.00,0,0,0.00,320
vasectomy reversal,49500,1.70,1,187.22,317.96,33100
mortgage rates refinancing,22200,4.21,1,4.03,16.95,18100
attorney law lemon,6600,0.00,0,0,0.00,5400
consolidate student loans,60500,1.96,1,117.74,231.33,49500
home equity loans,165000,2.53,1,78.67,199.11,135000
mesothilioma,720,38.45,1,4.47,171.74,480
new york personal injury lawyer,22200,8.73,1,13.99,122.09,18100
home equity loan rates,27100,3.47,1,91.91,318.98,22200
auto insurance quotes,201000,15.86,1,4777.42,"75,770.67",165000
georgia law lemon,2900,0.00,0,0,0.00,2400
homeowner loans,22200,0.00,0,0,0.00,6600
equity loan rates,27100,2.42,1,3.66,8.86,27100
administration lease software,720,15.18,1,3.47,52.74,390
egg credit card,14800,0.00,0,0,0.00,590
student consolidation loans,135000,0.00,0,0,0.00,110000
microsoft anti spam,2400,5.33,1,4.5,23.98,880
mesothelioma prognosis,3600,101.03,1,4.64,468.52,2400
second mortgages,60500,0.00,0,0,0.00,40500
auto century insurance,9900,2.16,1,4.06,8.76,9900
employee florida leasing,1000,0.00,0,0,0.00,1000
federal consolidation loan,22200,0.00,0,0,0.00,22200
equity loan,246000,2.04,1,34.73,71.01,165000
personal injury attorney colorado,6600,25.93,1,5.11,132.49,5400
accident lawyer michigan,3600,3.10,1,5.52,17.09,2400
refinancing with bad credit,27100,1.27,1,6.5,8.27,22200
home equity line of credit rates,12100,7.46,1,3.94,29.42,9900
federal consolidation,27100,0.00,0,0,0.00,27100
non profit debt consolidation,9900,21.26,1,88.99,"1,891.79",8100
pay per click affiliate,9900,4.08,1,8.17,33.28,4400
city hair new removal york,2400,0.00,0,0,0.00,1600
acid reflux disease diet,1300,0.47,1,10.36,4.90,720
refinance poor credit,5400,1.58,1,8.18,12.93,4400
equity loans,201000,4.45,1,50.43,224.36,165000
student loan consolidate,60500,4.21,1,10.42,43.87,49500
consolidate loans,74000,4.31,1,36.54,157.46,74000
secured loans,110000,7.27,1,22.16,160.99,49500
criminal lawyer new york,9900,13.67,1,8.47,115.73,8100
affiliate per click,9900,0.00,0,0,0.00,4400
chicago personal injury lawyer,12100,9.29,1,19.54,181.49,9900
los angeles dui lawyer,9900,8.71,1,9.99,87.07,8100
att prepaid,135000,1.50,1,141.25,211.88,110000
angeles criminal defense lawyer los,8100,0.00,0,0,0.00,6600
critical illness insurance life,6600,0.00,0,0,0.00,1000
irs lawyer tax,3600,0.00,0,0,0.00,2900
laser hair removal new york,14800,9.47,1,30.89,292.53,12100
comcast high speed,14800,0.00,0,0,0.00,14800
personal yahoo,27100,0.00,0,0,0.00,12100
san diego dui attorney,6600,9.07,1,4.59,41.59,5400
michigan personal injury,8100,0.00,0,0,0.00,5400
automobile law lemon,6600,11.67,1,3.88,45.21,5400
cheap insurance life term,9900,16.47,1,73.57,"1,211.56",6600
home loans refinancing,22200,4.92,1,12.47,61.30,12100
consolidate college loans,1000,0.00,0,0,0.00,880
cheap life insurance,33100,30.24,1,192.01,"5,805.56",22200
vioxx law suit,260,0.00,0,0,0.00,140
student loan refinance,14800,6.33,1,30.72,194.44,12100
car hire alicante spain,6600,0.00,0,0,0.00,880
tax attorney,135000,5.09,1,249.34,"1,269.14",110000
refinancing my home,1900,0.39,1,4.3,1.69,1600
criminal dallas lawyer,8100,0.00,0,0,0.00,6600
line of credit home equity,135000,0.00,0,0,0.00,110000
litigation vioxx,1600,0.00,0,0,0.00,1000
at and t phones,823000,0.54,1,4.23,2.29,673000
criminal defense attorney los angeles,8100,7.19,1,9.67,69.54,6600
commodity online trading,8100,0.00,0,0,0.00,2900
home equity rates,49500,1.68,1,23.35,39.33,40500
adsense,4090000,0.48,1,941.35,448.35,823000
law lemon mass,1900,0.00,0,0,0.00,1600
equity home,450000,2.09,1,9.58,20.02,301000
arizona law lemon,1900,0.00,0,0,0.00,1600
child molestation attorney,-,0.32,1,4.78,1.54,-
home line of credit,301000,5.17,1,12.19,63.02,201000
alicante car rental spain,6600,0.00,0,0,0.00,880
attorney defense federal,4400,0.00,0,0,0.00,3600
san diego criminal attorney,9900,9.71,1,5.1,49.55,8100
injury lawyer new york,27100,0.00,0,0,0.00,22200
attorney injury new personal york,22200,0.00,0,0,0.00,18100
at and t mobile,16600000,0.00,0,0,0.00,9140000
pleural mesothelioma,8100,0.00,0,0,0.00,2900
augmentation breast diego san,4400,0.00,0,0,0.00,3600
home equity poor credit,2900,3.37,1,4.02,13.54,2400
health insurance temporary,12100,0.00,0,0,0.00,9900
compensation mesothelioma,3600,0.00,0,0,0.00,1000
21st century insurance,110000,23.06,1,372.16,"8,582.99",110000
cheap insurance medical,14800,7.70,1,47.86,368.58,8100
angeles criminal lawyer los,22200,0.00,0,0,0.00,18100
low cost term life insurance,1900,0.00,0,0,0.00,1300
home refinance loans,33100,25.18,1,18.32,461.09,22200
eloan,27100,0.00,0,0,0.00,18100
life insurance quote,201000,16.76,1,539.37,"9,039.58",110000
