insurance,55600000,3.58,1.05,12861.49,"46,054.54",24900000
insurance medical temporary,1600,0.00,0,0,0.00,1300
fortis health insurance temporary,91,0.00,0,0,0.00,58
life insurance quotes,165000,6.22,1.06,1319.54,"8,208.25",90500
auto insurance quotes,201000,8.16,1.05,6427.29,"52,426.42",135000
auto century insurance,9900,0.00,0,0,0.00,9900
critical illness insurance life,4400,0.00,0,0,0.00,590
cheap insurance life term,6600,6.12,1.05,64.71,396.23,5400
cheap life insurance,27100,22.27,1.05,261.17,"5,817.16",18100
health insurance temporary,9900,0.00,0,0,0.00,8100
21st century insurance,110000,10.22,1.05,372.22,"3,802.54",110000
cheap insurance medical,12100,1.97,1.05,47.53,93.69,8100
low cost term life insurance,1300,33.48,1.05,136.03,"4,553.98",1000
life insurance quote,165000,3.77,1.05,735.04,"2,771.99",90500
life insurance quote online,14800,0.00,0,0,0.00,9900
direct home insurance line,22200,0.00,0,0,0.00,110
term insurance,673000,5.38,1.08,313.58,"1,685.74",368000
auto insurances,3600,4.56,1.05,17.07,77.91,1900
