insurance,55600000,5.18,1,11028.25,"57,101.30",24900000
insurance medical temporary,1900,0.00,0,0,0.00,1600
fortis health insurance temporary,170,0.00,0,0,0.00,110
life insurance quotes,165000,11.14,1,1054.43,"11,745.89",110000
auto insurance quotes,201000,14.88,1,5735.97,"85,369.57",165000
auto century insurance,9900,8.88,1,12.14,107.81,9900
critical illness insurance life,5400,0.00,0,0,0.00,1000
cheap insurance life term,8100,39.22,1,86.74,"3,402.24",6600
cheap life insurance,33100,30.06,1,237.16,"7,128.45",22200
health insurance temporary,12100,0.00,0,0,0.00,9900
21st century insurance,135000,25.73,1,270.27,"6,954.97",110000
cheap insurance medical,14800,16.77,1,15.26,255.90,8100
low cost term life insurance,1900,25.70,1,7.86,201.94,1300
life insurance quote,165000,8.60,1,880.29,"7,566.66",110000
life insurance quote online,22200,20.48,1,10.24,209.81,12100
direct home insurance line,27100,0.00,0,0,0.00,170
term insurance,673000,8.00,1,303.97,"2,433.24",368000
auto insurances,5400,2.04,1,37.04,75.48,2400
