ink 8560,4400,0.00,0,0,0.00,2400
cheap ink cartridges brother,590,0.00,0,0,0.00,320
cheap ink for brother printer,390,0.00,0,0,0.00,170
ink for cartridges,1500000,1.16,1,2.99,3.46,673000
ink cartridges for,1500000,0.00,0,0,0.00,673000
ink cartridges,1500000,3.63,1,839.8,"3,050.60",673000
cartridge and ink,1500000,0.00,0,0,0.00,673000
ink for cartridge,1500000,2.20,1,3.83,8.43,673000
ink & cartridge,1500000,0.00,0,0,0.00,673000
ink for print,1220000,0.00,0,0,0.00,673000
a wrinkle in,1000000,0.00,0,0,0.00,550000
ink cartridges toner cartridges,1000000,0.00,0,0,0.00,450000
printer ink for,823000,0.00,0,0,0.00,368000
printer with ink,823000,0.00,0,0,0.00,368000
printer and ink,823000,0.00,0,0,0.00,368000
